H,condition,distance,layer,metric,sample_id
0,permutation_seed=18,0.0,pooled,wasserstein,3
1,permutation_seed=18,0.0,pooled,wasserstein,3
0,permutation_seed=19,10.133419707417488,conv1,wasserstein,3
1,permutation_seed=19,14.244008337453389,conv1,wasserstein,3
0,permutation_seed=19,23.86609638252441,conv2,wasserstein,3
1,permutation_seed=19,14.20418818716261,conv2,wasserstein,3
0,permutation_seed=19,12.18118227205291,conv3,wasserstein,3
1,permutation_seed=19,13.982558054254694,conv3,wasserstein,3
0,permutation_seed=19,0.0,pooled,wasserstein,3
1,permutation_seed=19,0.0,pooled,wasserstein,3
0,permutation_seed=20,9.772393971681595,conv1,wasserstein,3
1,permutation_seed=20,10.702562272478545,conv1,wasserstein,3
0,permutation_seed=20,11.463191270828247,conv2,wasserstein,3
1,permutation_seed=20,17.781271694238633,conv2,wasserstein,3
0,permutation_seed=20,21.458916023373604,conv3,wasserstein,3
1,permutation_seed=20,13.890789028946495,conv3,wasserstein,3
0,permutation_seed=20,0.0,pooled,wasserstein,3
1,permutation_seed=20,0.0,pooled,wasserstein,3
0,permutation_seed=21,6.623844653367996,conv1,wasserstein,3
1,permutation_seed=21,10.362147141013963,conv1,wasserstein,3
0,permutation_seed=21,17.0998957157135,conv2,wasserstein,3
1,permutation_seed=21,13.652683151347269,conv2,wasserstein,3
0,permutation_seed=21,15.72893862426281,conv3,wasserstein,3
1,permutation_seed=21,11.782790327657462,conv3,wasserstein,3
0,permutation_seed=21,0.0,pooled,wasserstein,3
1,permutation_seed=21,0.0,pooled,wasserstein,3
0,permutation_seed=22,6.807034015655518,conv1,wasserstein,3
1,permutation_seed=22,11.409351793256349,conv1,wasserstein,3
0,permutation_seed=22,24.186498194932938,conv2,wasserstein,3
1,permutation_seed=22,19.307021785114486,conv2,wasserstein,3
0,permutation_seed=22,21.97614598274231,conv3,wasserstein,3
1,permutation_seed=22,20.797565235841084,conv3,wasserstein,3
0,permutation_seed=22,0.0,pooled,wasserstein,3
1,permutation_seed=22,0.0,pooled,wasserstein,3
0,permutation_seed=23,8.684086859226227,conv1,wasserstein,3
1,permutation_seed=23,10.981358187571452,conv1,wasserstein,3
0,permutation_seed=23,23.304798364639282,conv2,wasserstein,3
1,permutation_seed=23,15.199718443878682,conv2,wasserstein,3
0,permutation_seed=23,15.338488310575485,conv3,wasserstein,3
1,permutation_seed=23,11.958116366886168,conv3,wasserstein,3
0,permutation_seed=23,0.0,pooled,wasserstein,3
1,permutation_seed=23,0.0,pooled,wasserstein,3
0,permutation_seed=24,11.623345732688904,conv1,wasserstein,3
1,permutation_seed=24,11.223318636199313,conv1,wasserstein,3
0,permutation_seed=24,18.117918640375137,conv2,wasserstein,3
1,permutation_seed=24,13.143849884491422,conv2,wasserstein,3
0,permutation_seed=24,11.084266260266304,conv3,wasserstein,3
1,permutation_seed=24,11.835572394918719,conv3,wasserstein,3
0,permutation_seed=24,0.0,pooled,wasserstein,3
1,permutation_seed=24,0.0,pooled,wasserstein,3
0,permutation_seed=25,7.4748575091362,conv1,wasserstein,3
1,permutation_seed=25,10.274584529175232,conv1,wasserstein,3
0,permutation_seed=25,33.61467161508605,conv2,wasserstein,3
1,permutation_seed=25,13.58896877618451,conv2,wasserstein,3
0,permutation_seed=25,22.269430860877037,conv3,wasserstein,3
1,permutation_seed=25,16.888713455173907,conv3,wasserstein,3
0,permutation_seed=25,0.0,pooled,wasserstein,3
1,permutation_seed=25,0.0,pooled,wasserstein,3
0,permutation_seed=26,9.168997406959534,conv1,wasserstein,3
1,permutation_seed=26,10.354882645354941,conv1,wasserstein,3
0,permutation_seed=26,12.82431623339653,conv2,wasserstein,3
1,permutation_seed=26,17.951900640719252,conv2,wasserstein,3
0,permutation_seed=26,9.075417548418045,conv3,wasserstein,3
1,permutation_seed=26,12.022390991143265,conv3,wasserstein,3
0,permutation_seed=26,0.0,pooled,wasserstein,3
1,permutation_seed=26,0.0,pooled,wasserstein,3
0,permutation_seed=27,8.061543107032776,conv1,wasserstein,3
1,permutation_seed=27,10.82140737867759,conv1,wasserstein,3
0,permutation_seed=27,15.337713241577148,conv2,wasserstein,3
1,permutation_seed=27,14.817587727761577,conv2,wasserstein,3
0,permutation_seed=27,11.372136756777763,conv3,wasserstein,3
1,permutation_seed=27,13.439309639054082,conv3,wasserstein,3
0,permutation_seed=27,0.0,pooled,wasserstein,3
1,permutation_seed=27,0.0,pooled,wasserstein,3
0,permutation_seed=28,8.413537502288818,conv1,wasserstein,3
1,permutation_seed=28,10.215670892360654,conv1,wasserstein,3
0,permutation_seed=28,14.84079623222351,conv2,wasserstein,3
1,permutation_seed=28,15.951621928106476,conv2,wasserstein,3
0,permutation_seed=28,21.14930433034897,conv3,wasserstein,3
1,permutation_seed=28,14.72212224404711,conv3,wasserstein,3
0,permutation_seed=28,0.0,pooled,wasserstein,3
1,permutation_seed=28,0.0,pooled,wasserstein,3
0,permutation_seed=29,7.348084598779678,conv1,wasserstein,3
1,permutation_seed=29,12.96611579968655,conv1,wasserstein,3
0,permutation_seed=29,13.359039723873138,conv2,wasserstein,3
1,permutation_seed=29,15.970228327754034,conv2,wasserstein,3
0,permutation_seed=29,25.108693268452473,conv3,wasserstein,3
1,permutation_seed=29,15.446414663120787,conv3,wasserstein,3
0,permutation_seed=29,0.0,pooled,wasserstein,3
1,permutation_seed=29,0.0,pooled,wasserstein,3
0,adv_pgd_l2_eps=0.2,2.9445404410362244,input,wasserstein,4
1,adv_pgd_l2_eps=0.2,3.7079577586857675,input,wasserstein,4
0,adv_pgd_l2_eps=0.2,12.2168128490448,conv1,wasserstein,4
1,adv_pgd_l2_eps=0.2,9.91503544602421,conv1,wasserstein,4
0,adv_pgd_l2_eps=0.2,28.50843841831783,conv2,wasserstein,4
1,adv_pgd_l2_eps=0.2,17.71801386983355,conv2,wasserstein,4
0,adv_pgd_l2_eps=0.2,14.987968927423811,conv3,wasserstein,4
1,adv_pgd_l2_eps=0.2,14.187002040015438,conv3,wasserstein,4
0,adv_pgd_l2_eps=0.2,0.0,pooled,wasserstein,4
1,adv_pgd_l2_eps=0.2,0.0,pooled,wasserstein,4
0,adv_pgd_l2_eps=0.4,3.0624935105443,input,wasserstein,4
1,adv_pgd_l2_eps=0.4,3.074882195630342,input,wasserstein,4
0,adv_pgd_l2_eps=0.4,6.8415912091732025,conv1,wasserstein,4
1,adv_pgd_l2_eps=0.4,12.249345424082701,conv1,wasserstein,4
0,adv_pgd_l2_eps=0.4,11.899110674858093,conv2,wasserstein,4
1,adv_pgd_l2_eps=0.4,16.34400950417303,conv2,wasserstein,4
0,adv_pgd_l2_eps=0.4,10.131187200546265,conv3,wasserstein,4
1,adv_pgd_l2_eps=0.4,11.785168396724792,conv3,wasserstein,4
0,adv_pgd_l2_eps=0.4,0.0,pooled,wasserstein,4
1,adv_pgd_l2_eps=0.4,0.0,pooled,wasserstein,4
0,adv_fgsm_l2_eps=0.2,3.4538120925426483,input,wasserstein,4
1,adv_fgsm_l2_eps=0.2,3.033774787164561,input,wasserstein,4
0,adv_fgsm_l2_eps=0.2,16.61752501130104,conv1,wasserstein,4
1,adv_fgsm_l2_eps=0.2,11.473199268485963,conv1,wasserstein,4
0,adv_fgsm_l2_eps=0.2,11.92642194032669,conv2,wasserstein,4
1,adv_fgsm_l2_eps=0.2,12.817840438336376,conv2,wasserstein,4
0,adv_fgsm_l2_eps=0.2,25.623910918831825,conv3,wasserstein,4
1,adv_fgsm_l2_eps=0.2,12.855831376743804,conv3,wasserstein,4
0,adv_fgsm_l2_eps=0.2,0.0,pooled,wasserstein,4
1,adv_fgsm_l2_eps=0.2,0.0,pooled,wasserstein,4
0,adv_fgsm_l2_eps=0.4,3.122408002614975,input,wasserstein,4
1,adv_fgsm_l2_eps=0.4,2.9315144821443075,input,wasserstein,4
0,adv_fgsm_l2_eps=0.4,7.10062775015831,conv1,wasserstein,4
1,adv_fgsm_l2_eps=0.4,9.71804972948111,conv1,wasserstein,4
0,adv_fgsm_l2_eps=0.4,17.38082891702652,conv2,wasserstein,4
1,adv_fgsm_l2_eps=0.4,16.91019945749201,conv2,wasserstein,4
0,adv_fgsm_l2_eps=0.4,14.090591788291931,conv3,wasserstein,4
1,adv_fgsm_l2_eps=0.4,13.184983773381859,conv3,wasserstein,4
0,adv_fgsm_l2_eps=0.4,0.0,pooled,wasserstein,4
1,adv_fgsm_l2_eps=0.4,0.0,pooled,wasserstein,4
0,adv_cw_l2_eps=0.2,2.6135099157691,input,wasserstein,4
1,adv_cw_l2_eps=0.2,3.4071521833732605,input,wasserstein,4
0,adv_cw_l2_eps=0.2,10.810212314128876,conv1,wasserstein,4
1,adv_cw_l2_eps=0.2,12.019873384159663,conv1,wasserstein,4
0,adv_cw_l2_eps=0.2,14.871338069438934,conv2,wasserstein,4
1,adv_cw_l2_eps=0.2,17.086351929459596,conv2,wasserstein,4
0,adv_cw_l2_eps=0.2,19.183244856635422,conv3,wasserstein,4
1,adv_cw_l2_eps=0.2,17.771226838205546,conv3,wasserstein,4
0,adv_cw_l2_eps=0.2,0.0,pooled,wasserstein,4
1,adv_cw_l2_eps=0.2,0.0,pooled,wasserstein,4
0,adv_cw_l2_eps=0.4,1.8675941228866577,input,wasserstein,4
1,adv_cw_l2_eps=0.4,3.6598896994438195,input,wasserstein,4
0,adv_cw_l2_eps=0.4,7.7331042885780334,conv1,wasserstein,4
1,adv_cw_l2_eps=0.4,8.123837432416021,conv1,wasserstein,4
0,adv_cw_l2_eps=0.4,22.86208552122116,conv2,wasserstein,4
1,adv_cw_l2_eps=0.4,16.155754166696074,conv2,wasserstein,4
0,adv_cw_l2_eps=0.4,11.317114770412445,conv3,wasserstein,4
1,adv_cw_l2_eps=0.4,16.88647595667787,conv3,wasserstein,4
0,adv_cw_l2_eps=0.4,0.0,pooled,wasserstein,4
1,adv_cw_l2_eps=0.4,0.0,pooled,wasserstein,4
0,noise_floor,3.8745975866913795,input,wasserstein,4
1,noise_floor,2.8387186440390115,input,wasserstein,4
0,noise_floor,14.563412934541702,conv1,wasserstein,4
1,noise_floor,13.199683087391959,conv1,wasserstein,4
0,noise_floor,18.473653614521027,conv2,wasserstein,4
1,noise_floor,12.476313393054735,conv2,wasserstein,4
0,noise_floor,27.342451721429825,conv3,wasserstein,4
1,noise_floor,14.614764374672475,conv3,wasserstein,4
0,noise_floor,0.0,pooled,wasserstein,4
1,noise_floor,0.0,pooled,wasserstein,4
0,permutation_seed=0,6.0156204998493195,conv1,wasserstein,4
1,permutation_seed=0,10.252610011102416,conv1,wasserstein,4
0,permutation_seed=0,19.19586044549942,conv2,wasserstein,4
1,permutation_seed=0,14.342288462249442,conv2,wasserstein,4
0,permutation_seed=0,15.090467780828476,conv3,wasserstein,4
1,permutation_seed=0,13.779441214585502,conv3,wasserstein,4
0,permutation_seed=0,0.0,pooled,wasserstein,4
1,permutation_seed=0,0.0,pooled,wasserstein,4
0,permutation_seed=1,9.351129323244095,conv1,wasserstein,4
1,permutation_seed=1,11.028213325539488,conv1,wasserstein,4
0,permutation_seed=1,22.731601268053055,conv2,wasserstein,4
1,permutation_seed=1,22.27940710986348,conv2,wasserstein,4
0,permutation_seed=1,11.589476197957993,conv3,wasserstein,4
1,permutation_seed=1,14.169759933848141,conv3,wasserstein,4
0,permutation_seed=1,0.0,pooled,wasserstein,4
1,permutation_seed=1,0.0,pooled,wasserstein,4
0,permutation_seed=2,11.837275713682175,conv1,wasserstein,4
1,permutation_seed=2,11.822698831579554,conv1,wasserstein,4
0,permutation_seed=2,19.995369374752045,conv2,wasserstein,4
1,permutation_seed=2,20.3984702612386,conv2,wasserstein,4
0,permutation_seed=2,18.172241121530533,conv3,wasserstein,4
1,permutation_seed=2,12.193055715234756,conv3,wasserstein,4
0,permutation_seed=2,0.0,pooled,wasserstein,4
1,permutation_seed=2,0.0,pooled,wasserstein,4
0,permutation_seed=3,6.486309796571732,conv1,wasserstein,4
1,permutation_seed=3,10.264771753397097,conv1,wasserstein,4
0,permutation_seed=3,10.839027166366577,conv2,wasserstein,4
1,permutation_seed=3,13.81344679306926,conv2,wasserstein,4
0,permutation_seed=3,12.5707286298275,conv3,wasserstein,4
1,permutation_seed=3,12.911627912530188,conv3,wasserstein,4
0,permutation_seed=3,0.0,pooled,wasserstein,4
1,permutation_seed=3,0.0,pooled,wasserstein,4
0,permutation_seed=4,7.705920159816742,conv1,wasserstein,4
1,permutation_seed=4,11.163703811613116,conv1,wasserstein,4
0,permutation_seed=4,33.70933109190274,conv2,wasserstein,4
1,permutation_seed=4,19.195074581249276,conv2,wasserstein,4
0,permutation_seed=4,15.273793756961823,conv3,wasserstein,4
1,permutation_seed=4,13.025827033600882,conv3,wasserstein,4
0,permutation_seed=4,0.0,pooled,wasserstein,4
1,permutation_seed=4,0.0,pooled,wasserstein,4
0,permutation_seed=5,10.222602903842926,conv1,wasserstein,4
1,permutation_seed=5,14.615591126786015,conv1,wasserstein,4
0,permutation_seed=5,30.28513479232788,conv2,wasserstein,4
1,permutation_seed=5,15.561201578414094,conv2,wasserstein,4
0,permutation_seed=5,12.000033289194107,conv3,wasserstein,4
1,permutation_seed=5,11.97522218708803,conv3,wasserstein,4
0,permutation_seed=5,0.0,pooled,wasserstein,4
1,permutation_seed=5,0.0,pooled,wasserstein,4
0,permutation_seed=6,6.5619416534900665,conv1,wasserstein,4
1,permutation_seed=6,10.270789822001634,conv1,wasserstein,4
0,permutation_seed=6,14.448701739311218,conv2,wasserstein,4
1,permutation_seed=6,19.605780009575863,conv2,wasserstein,4
0,permutation_seed=6,26.913401885089286,conv3,wasserstein,4
1,permutation_seed=6,15.452494718760951,conv3,wasserstein,4
0,permutation_seed=6,0.0,pooled,wasserstein,4
1,permutation_seed=6,0.0,pooled,wasserstein,4
0,permutation_seed=7,13.389021068811417,conv1,wasserstein,4
1,permutation_seed=7,11.329808475721858,conv1,wasserstein,4
0,permutation_seed=7,19.15627682209015,conv2,wasserstein,4
1,permutation_seed=7,12.112460663892962,conv2,wasserstein,4
0,permutation_seed=7,8.383623600006104,conv3,wasserstein,4
1,permutation_seed=7,11.388525087598362,conv3,wasserstein,4
0,permutation_seed=7,0.0,pooled,wasserstein,4
1,permutation_seed=7,0.0,pooled,wasserstein,4
0,permutation_seed=8,7.17510911822319,conv1,wasserstein,4
1,permutation_seed=8,10.192385323260117,conv1,wasserstein,4
0,permutation_seed=8,19.962147533893585,conv2,wasserstein,4
1,permutation_seed=8,14.829334447762577,conv2,wasserstein,4
0,permutation_seed=8,15.649844348430634,conv3,wasserstein,4
1,permutation_seed=8,14.356861500233425,conv3,wasserstein,4
0,permutation_seed=8,0.0,pooled,wasserstein,4
1,permutation_seed=8,0.0,pooled,wasserstein,4
0,permutation_seed=9,11.107048392295837,conv1,wasserstein,4
1,permutation_seed=9,11.230643367474801,conv1,wasserstein,4
0,permutation_seed=9,14.838527858257294,conv2,wasserstein,4
1,permutation_seed=9,16.758007983750062,conv2,wasserstein,4
0,permutation_seed=9,16.1814204454422,conv3,wasserstein,4
1,permutation_seed=9,15.15662349797488,conv3,wasserstein,4
0,permutation_seed=9,0.0,pooled,wasserstein,4
1,permutation_seed=9,0.0,pooled,wasserstein,4
0,permutation_seed=10,8.030573457479477,conv1,wasserstein,4
1,permutation_seed=10,9.053636113235484,conv1,wasserstein,4
0,permutation_seed=10,22.66475087404251,conv2,wasserstein,4
1,permutation_seed=10,15.056685509683367,conv2,wasserstein,4
0,permutation_seed=10,16.507451683282852,conv3,wasserstein,4
1,permutation_seed=10,11.895643785708083,conv3,wasserstein,4
0,permutation_seed=10,0.0,pooled,wasserstein,4
1,permutation_seed=10,0.0,pooled,wasserstein,4
0,permutation_seed=11,9.586105465888977,conv1,wasserstein,4
1,permutation_seed=11,9.395592015976304,conv1,wasserstein,4
0,permutation_seed=11,25.10456746816635,conv2,wasserstein,4
1,permutation_seed=11,14.325122572282991,conv2,wasserstein,4
0,permutation_seed=11,14.182802751660347,conv3,wasserstein,4
1,permutation_seed=11,15.262789502245218,conv3,wasserstein,4
0,permutation_seed=11,0.0,pooled,wasserstein,4
1,permutation_seed=11,0.0,pooled,wasserstein,4
0,permutation_seed=12,18.521111845970154,conv1,wasserstein,4
1,permutation_seed=12,14.990381259975099,conv1,wasserstein,4
0,permutation_seed=12,15.413716793060303,conv2,wasserstein,4
1,permutation_seed=12,14.666527065810772,conv2,wasserstein,4
0,permutation_seed=12,10.151007741689682,conv3,wasserstein,4
1,permutation_seed=12,16.187459372983284,conv3,wasserstein,4
0,permutation_seed=12,0.0,pooled,wasserstein,4
1,permutation_seed=12,0.0,pooled,wasserstein,4
0,permutation_seed=13,9.9598708152771,conv1,wasserstein,4
1,permutation_seed=13,12.38455235289051,conv1,wasserstein,4
0,permutation_seed=13,13.561783373355865,conv2,wasserstein,4
1,permutation_seed=13,14.550652953421375,conv2,wasserstein,4
0,permutation_seed=13,14.078024417161942,conv3,wasserstein,4
1,permutation_seed=13,13.68939229786045,conv3,wasserstein,4
0,permutation_seed=13,0.0,pooled,wasserstein,4
1,permutation_seed=13,0.0,pooled,wasserstein,4
0,permutation_seed=14,10.674089193344116,conv1,wasserstein,4
1,permutation_seed=14,11.31408879230696,conv1,wasserstein,4
0,permutation_seed=14,29.167623668909073,conv2,wasserstein,4
1,permutation_seed=14,15.777478847923076,conv2,wasserstein,4
0,permutation_seed=14,8.537765264511108,conv3,wasserstein,4
1,permutation_seed=14,14.136561338141327,conv3,wasserstein,4
0,permutation_seed=14,0.0,pooled,wasserstein,4
1,permutation_seed=14,0.0,pooled,wasserstein,4
0,permutation_seed=15,15.541946023702621,conv1,wasserstein,4
1,permutation_seed=15,10.617406514394249,conv1,wasserstein,4
0,permutation_seed=15,22.013019561767578,conv2,wasserstein,4
1,permutation_seed=15,12.636993856243727,conv2,wasserstein,4
0,permutation_seed=15,15.180553942918777,conv3,wasserstein,4
1,permutation_seed=15,14.148083740663324,conv3,wasserstein,4
0,permutation_seed=15,0.0,pooled,wasserstein,4
1,permutation_seed=15,0.0,pooled,wasserstein,4
0,permutation_seed=16,15.000644475221634,conv1,wasserstein,4
1,permutation_seed=16,15.207369343718826,conv1,wasserstein,4
0,permutation_seed=16,19.625413715839386,conv2,wasserstein,4
1,permutation_seed=16,13.338318175675466,conv2,wasserstein,4
0,permutation_seed=16,25.280324697494507,conv3,wasserstein,4
1,permutation_seed=16,15.020404511414595,conv3,wasserstein,4
0,permutation_seed=16,0.0,pooled,wasserstein,4
1,permutation_seed=16,0.0,pooled,wasserstein,4
0,permutation_seed=17,7.111841410398483,conv1,wasserstein,4
1,permutation_seed=17,9.67761959460999,conv1,wasserstein,4
0,permutation_seed=17,17.926177144050598,conv2,wasserstein,4
1,permutation_seed=17,14.88208524163837,conv2,wasserstein,4
0,permutation_seed=17,15.963274091482162,conv3,wasserstein,4
1,permutation_seed=17,17.19830489986009,conv3,wasserstein,4
0,permutation_seed=17,0.0,pooled,wasserstein,4
1,permutation_seed=17,0.0,pooled,wasserstein,4
0,permutation_seed=18,15.909224838018417,conv1,wasserstein,4
1,permutation_seed=18,10.037971987933545,conv1,wasserstein,4
0,permutation_seed=18,28.074789345264435,conv2,wasserstein,4
1,permutation_seed=18,12.861428092987072,conv2,wasserstein,4
0,permutation_seed=18,20.174283728003502,conv3,wasserstein,4
1,permutation_seed=18,13.605457926684641,conv3,wasserstein,4
0,permutation_seed=18,0.0,pooled,wasserstein,4
1,permutation_seed=18,0.0,pooled,wasserstein,4
0,permutation_seed=19,22.739364475011826,conv1,wasserstein,4
1,permutation_seed=19,12.15938171422873,conv1,wasserstein,4
0,permutation_seed=19,12.928801596164703,conv2,wasserstein,4
1,permutation_seed=19,17.828279136371773,conv2,wasserstein,4
0,permutation_seed=19,11.946543663740158,conv3,wasserstein,4
1,permutation_seed=19,11.019211994359498,conv3,wasserstein,4
0,permutation_seed=19,0.0,pooled,wasserstein,4
1,permutation_seed=19,0.0,pooled,wasserstein,4
0,permutation_seed=20,11.201715618371964,conv1,wasserstein,4
1,permutation_seed=20,12.382283568271438,conv1,wasserstein,4
0,permutation_seed=20,14.14253494143486,conv2,wasserstein,4
1,permutation_seed=20,16.26715168972107,conv2,wasserstein,4
0,permutation_seed=20,11.134357869625092,conv3,wasserstein,4
1,permutation_seed=20,12.94808784536112,conv3,wasserstein,4
0,permutation_seed=20,0.0,pooled,wasserstein,4
1,permutation_seed=20,0.0,pooled,wasserstein,4
0,permutation_seed=21,7.110138237476349,conv1,wasserstein,4
1,permutation_seed=21,13.194689746060625,conv1,wasserstein,4
0,permutation_seed=21,20.66576451063156,conv2,wasserstein,4
1,permutation_seed=21,14.382236977974078,conv2,wasserstein,4
0,permutation_seed=21,18.33826819062233,conv3,wasserstein,4
1,permutation_seed=21,13.26763222547217,conv3,wasserstein,4
0,permutation_seed=21,0.0,pooled,wasserstein,4
1,permutation_seed=21,0.0,pooled,wasserstein,4
0,permutation_seed=22,7.2802963852882385,conv1,wasserstein,4
1,permutation_seed=22,10.886086614485073,conv1,wasserstein,4
0,permutation_seed=22,14.00824436545372,conv2,wasserstein,4
1,permutation_seed=22,15.245699449691065,conv2,wasserstein,4
0,permutation_seed=22,28.1188303232193,conv3,wasserstein,4
1,permutation_seed=22,13.1133733446603,conv3,wasserstein,4
0,permutation_seed=22,0.0,pooled,wasserstein,4
1,permutation_seed=22,0.0,pooled,wasserstein,4
0,permutation_seed=23,5.645538747310638,conv1,wasserstein,4
1,permutation_seed=23,10.229935452585398,conv1,wasserstein,4
0,permutation_seed=23,18.4489187002182,conv2,wasserstein,4
1,permutation_seed=23,14.390911753856898,conv2,wasserstein,4
0,permutation_seed=23,10.679107695817947,conv3,wasserstein,4
1,permutation_seed=23,15.384643363137776,conv3,wasserstein,4
0,permutation_seed=23,0.0,pooled,wasserstein,4
1,permutation_seed=23,0.0,pooled,wasserstein,4
0,permutation_seed=24,8.630912527441978,conv1,wasserstein,4
1,permutation_seed=24,10.295724379355239,conv1,wasserstein,4
0,permutation_seed=24,11.896540701389313,conv2,wasserstein,4
1,permutation_seed=24,12.41560820607457,conv2,wasserstein,4
0,permutation_seed=24,16.84381365776062,conv3,wasserstein,4
1,permutation_seed=24,18.420839762036817,conv3,wasserstein,4
0,permutation_seed=24,0.0,pooled,wasserstein,4
1,permutation_seed=24,0.0,pooled,wasserstein,4
0,permutation_seed=25,9.118975818157196,conv1,wasserstein,4
1,permutation_seed=25,13.50700456469877,conv1,wasserstein,4
0,permutation_seed=25,27.06156989543309,conv2,wasserstein,4
1,permutation_seed=25,20.48662107257835,conv2,wasserstein,4
0,permutation_seed=25,14.45183464884758,conv3,wasserstein,4
1,permutation_seed=25,13.327678490345106,conv3,wasserstein,4
0,permutation_seed=25,0.0,pooled,wasserstein,4
1,permutation_seed=25,0.0,pooled,wasserstein,4
0,permutation_seed=26,7.2335401475429535,conv1,wasserstein,4
1,permutation_seed=26,10.124629197870782,conv1,wasserstein,4
0,permutation_seed=26,29.607586040926762,conv2,wasserstein,4
1,permutation_seed=26,17.743377531227672,conv2,wasserstein,4
0,permutation_seed=26,14.845557898283005,conv3,wasserstein,4
1,permutation_seed=26,12.749513566198305,conv3,wasserstein,4
0,permutation_seed=26,0.0,pooled,wasserstein,4
1,permutation_seed=26,0.0,pooled,wasserstein,4
0,permutation_seed=27,6.471833527088165,conv1,wasserstein,4
1,permutation_seed=27,11.286417251843092,conv1,wasserstein,4
0,permutation_seed=27,26.87145960330963,conv2,wasserstein,4
1,permutation_seed=27,16.68890155025937,conv2,wasserstein,4
0,permutation_seed=27,16.255062225200508,conv3,wasserstein,4
1,permutation_seed=27,13.349857229584485,conv3,wasserstein,4
0,permutation_seed=27,0.0,pooled,wasserstein,4
1,permutation_seed=27,0.0,pooled,wasserstein,4
0,permutation_seed=28,7.19444066286087,conv1,wasserstein,4
1,permutation_seed=28,11.09841331483091,conv1,wasserstein,4
0,permutation_seed=28,18.777082979679108,conv2,wasserstein,4
1,permutation_seed=28,16.211093980273766,conv2,wasserstein,4
0,permutation_seed=28,28.278966154194446,conv3,wasserstein,4
1,permutation_seed=28,12.31444556357326,conv3,wasserstein,4
0,permutation_seed=28,0.0,pooled,wasserstein,4
1,permutation_seed=28,0.0,pooled,wasserstein,4
0,permutation_seed=29,12.719394594430923,conv1,wasserstein,4
1,permutation_seed=29,11.208565280845185,conv1,wasserstein,4
0,permutation_seed=29,19.08731347322464,conv2,wasserstein,4
1,permutation_seed=29,13.3090295225998,conv2,wasserstein,4
0,permutation_seed=29,12.918534070253372,conv3,wasserstein,4
1,permutation_seed=29,14.040676317209504,conv3,wasserstein,4
0,permutation_seed=29,0.0,pooled,wasserstein,4
1,permutation_seed=29,0.0,pooled,wasserstein,4
0,adv_pgd_l2_eps=0.2,32.415398973057826,input,wasserstein,5
1,adv_pgd_l2_eps=0.2,2.7026848360836055,input,wasserstein,5
0,adv_pgd_l2_eps=0.2,2.5588108859956264,conv1,wasserstein,5
1,adv_pgd_l2_eps=0.2,0.5200421870981071,conv1,wasserstein,5
0,adv_pgd_l2_eps=0.2,8.480292912019896,conv2,wasserstein,5
1,adv_pgd_l2_eps=0.2,1.7015761595334566,conv2,wasserstein,5
0,adv_pgd_l2_eps=0.2,46.5854655676594,conv3,wasserstein,5
1,adv_pgd_l2_eps=0.2,2.7213113734882786,conv3,wasserstein,5
0,adv_pgd_l2_eps=0.2,0.0,pooled,wasserstein,5
1,adv_pgd_l2_eps=0.2,0.0,pooled,wasserstein,5
0,adv_pgd_l2_eps=0.4,35.343016252906374,input,wasserstein,5
1,adv_pgd_l2_eps=0.4,3.451642550950831,input,wasserstein,5
0,adv_pgd_l2_eps=0.4,8.534095115420586,conv1,wasserstein,5
1,adv_pgd_l2_eps=0.4,1.1764281879259162,conv1,wasserstein,5
0,adv_pgd_l2_eps=0.4,15.634301976157705,conv2,wasserstein,5
1,adv_pgd_l2_eps=0.4,1.876091519010609,conv2,wasserstein,5
0,adv_pgd_l2_eps=0.4,93.47906150516295,conv3,wasserstein,5
1,adv_pgd_l2_eps=0.4,2.8284857564721864,conv3,wasserstein,5
0,adv_pgd_l2_eps=0.4,0.0,pooled,wasserstein,5
1,adv_pgd_l2_eps=0.4,0.0,pooled,wasserstein,5
0,adv_fgsm_l2_eps=0.2,11.390409713528234,input,wasserstein,5
1,adv_fgsm_l2_eps=0.2,0.2241912726619535,input,wasserstein,5
0,adv_fgsm_l2_eps=0.2,3.6788884103298187,conv1,wasserstein,5
1,adv_fgsm_l2_eps=0.2,1.7310699002295686,conv1,wasserstein,5
0,adv_fgsm_l2_eps=0.2,9.844891598080956,conv2,wasserstein,5
1,adv_fgsm_l2_eps=0.2,2.192819589280572,conv2,wasserstein,5
0,adv_fgsm_l2_eps=0.2,62.750825918114515,conv3,wasserstein,5
1,adv_fgsm_l2_eps=0.2,2.9380967828245597,conv3,wasserstein,5
0,adv_fgsm_l2_eps=0.2,0.0,pooled,wasserstein,5
1,adv_fgsm_l2_eps=0.2,0.0,pooled,wasserstein,5
0,adv_fgsm_l2_eps=0.4,11.924096571232688,input,wasserstein,5
1,adv_fgsm_l2_eps=0.4,0.06010124598415585,input,wasserstein,5
0,adv_fgsm_l2_eps=0.4,4.953196808695793,conv1,wasserstein,5
1,adv_fgsm_l2_eps=0.4,0.8521822170605469,conv1,wasserstein,5
0,adv_fgsm_l2_eps=0.4,11.88622445936955,conv2,wasserstein,5
1,adv_fgsm_l2_eps=0.4,1.8010683289132663,conv2,wasserstein,5
0,adv_fgsm_l2_eps=0.4,67.23371921104206,conv3,wasserstein,5
1,adv_fgsm_l2_eps=0.4,3.9329277603570416,conv3,wasserstein,5
0,adv_fgsm_l2_eps=0.4,0.0,pooled,wasserstein,5
