threshold,tp,fp,tn,fn,tpr,fpr,precision,recall,f1
0.05145011568773217,79,297,0,0,1.0,1.0,0.21010638297872342,1.0,0.34725274725274724
0.0906190152510621,79,296,1,0,1.0,0.9966329966329966,0.21066666666666667,1.0,0.34801762114537443
0.1450691884744293,78,296,1,1,0.9873417721518988,0.9966329966329966,0.20855614973262032,0.9873417721518988,0.3443708609271523
0.16062516936902504,78,295,2,1,0.9873417721518988,0.9932659932659933,0.20911528150134048,0.9873417721518988,0.34513274336283184
0.18280187158935737,78,294,3,1,0.9873417721518988,0.98989898989899,0.20967741935483872,0.9873417721518988,0.3458980044345898
0.22913444811779535,77,294,3,2,0.9746835443037974,0.98989898989899,0.20754716981132076,0.9746835443037974,0.3422222222222222
0.254585142208419,77,293,4,2,0.9746835443037974,0.9865319865319865,0.20810810810810812,0.9746835443037974,0.3429844097995546
0.26008392928743057,77,292,5,2,0.9746835443037974,0.9831649831649831,0.2086720867208672,0.9746835443037974,0.34375
0.26433334349999377,76,292,5,3,0.9620253164556962,0.9831649831649831,0.20652173913043478,0.9620253164556962,0.3400447427293065
0.26648082345341234,76,291,6,3,0.9620253164556962,0.9797979797979798,0.20708446866485014,0.9620253164556962,0.34080717488789236
0.2770793245408241,75,291,6,4,0.9493670886075949,0.9797979797979798,0.20491803278688525,0.9493670886075949,0.33707865168539325
0.2797663957237538,75,290,7,4,0.9493670886075949,0.9764309764309764,0.2054794520547945,0.9493670886075949,0.33783783783783783
0.295856419531192,75,289,8,4,0.9493670886075949,0.9730639730639731,0.20604395604395603,0.9493670886075949,0.33860045146726864
0.3007568891557176,74,289,8,5,0.9367088607594937,0.9730639730639731,0.20385674931129477,0.9367088607594937,0.334841628959276
0.3018719237217281,74,288,9,5,0.9367088607594937,0.9696969696969697,0.20441988950276244,0.9367088607594937,0.3356009070294785
0.3035898306355698,74,287,10,5,0.9367088607594937,0.9663299663299664,0.20498614958448755,0.9367088607594937,0.33636363636363636
0.30379228266344394,74,286,11,5,0.9367088607594937,0.9629629629629629,0.20555555555555555,0.9367088607594937,0.33712984054669703
0.3040706031320299,74,285,12,5,0.9367088607594937,0.9595959595959596,0.20612813370473537,0.9367088607594937,0.3378995433789954
0.30437999974727503,74,284,13,5,0.9367088607594937,0.9562289562289562,0.20670391061452514,0.9367088607594937,0.33867276887871856
0.3045193525888507,74,283,14,5,0.9367088607594937,0.9528619528619529,0.20728291316526612,0.9367088607594937,0.3394495412844037
0.30473632146995827,74,282,15,5,0.9367088607594937,0.9494949494949495,0.20786516853932585,0.9367088607594937,0.34022988505747126
0.30529717761464853,74,281,16,5,0.9367088607594937,0.9461279461279462,0.2084507042253521,0.9367088607594937,0.34101382488479265
0.30591344026433653,73,281,16,6,0.9240506329113924,0.9461279461279462,0.2062146892655367,0.9240506329113924,0.3371824480369515
0.3080667063602474,73,280,17,6,0.9240506329113924,0.9427609427609428,0.20679886685552407,0.9240506329113924,0.33796296296296297
0.30807990659329587,73,279,18,6,0.9240506329113924,0.9393939393939394,0.20738636363636365,0.9240506329113924,0.33874709976798145
0.30855729230908696,73,278,19,6,0.9240506329113924,0.936026936026936,0.20797720797720798,0.9240506329113924,0.3395348837209302
0.30883027113271844,73,277,20,6,0.9240506329113924,0.9326599326599326,0.20857142857142857,0.9240506329113924,0.34032634032634035
0.3114506775069468,72,277,20,7,0.9113924050632911,0.9326599326599326,0.20630372492836677,0.9113924050632911,0.3364485981308411
0.31341514815712285,71,277,20,8,0.8987341772151899,0.9326599326599326,0.20402298850574713,0.8987341772151899,0.3325526932084309
0.31624762434382203,71,276,21,8,0.8987341772151899,0.9292929292929293,0.20461095100864554,0.8987341772151899,0.3333333333333333
0.3243083552972538,70,276,21,9,0.8860759493670886,0.9292929292929293,0.2023121387283237,0.8860759493670886,0.32941176470588235
0.3250943348325085,70,275,22,9,0.8860759493670886,0.9259259259259259,0.2028985507246377,0.8860759493670886,0.330188679245283
0.3281453964572136,70,274,23,9,0.8860759493670886,0.9225589225589226,0.20348837209302326,0.8860759493670886,0.3309692671394799
0.3301749321243536,70,273,24,9,0.8860759493670886,0.9191919191919192,0.20408163265306123,0.8860759493670886,0.33175355450236965
0.33335609806602756,70,272,25,9,0.8860759493670886,0.9158249158249159,0.2046783625730994,0.8860759493670886,0.332541567695962
0.33367503499907236,70,271,26,9,0.8860759493670886,0.9124579124579124,0.20527859237536658,0.8860759493670886,0.3333333333333333
0.3350161998527286,70,270,27,9,0.8860759493670886,0.9090909090909091,0.20588235294117646,0.8860759493670886,0.3341288782816229
0.33593639961349947,70,269,28,9,0.8860759493670886,0.9057239057239057,0.20648967551622419,0.8860759493670886,0.3349282296650718
0.3400625328128559,70,268,29,9,0.8860759493670886,0.9023569023569024,0.20710059171597633,0.8860759493670886,0.33573141486810554
0.340844092133139,70,267,30,9,0.8860759493670886,0.898989898989899,0.20771513353115728,0.8860759493670886,0.33653846153846156
0.34652303394636313,70,266,31,9,0.8860759493670886,0.8956228956228957,0.20833333333333334,0.8860759493670886,0.3373493975903614
0.3469023174255491,70,265,32,9,0.8860759493670886,0.8922558922558923,0.208955223880597,0.8860759493670886,0.33816425120772947
0.35336724463784164,70,264,33,9,0.8860759493670886,0.8888888888888888,0.20958083832335328,0.8860759493670886,0.3389830508474576
0.3561614061152754,69,264,33,10,0.8734177215189873,0.8888888888888888,0.2072072072072072,0.8734177215189873,0.33495145631067963
0.35745687089101924,69,263,34,10,0.8734177215189873,0.8855218855218855,0.20783132530120482,0.8734177215189873,0.3357664233576642
