dataset,dataset_key,model,data_type,method,epsilon,trial_id,roc_auc,pr_auc,fpr_at_tpr95,accuracy,f1,precision,recall,config,source_file
MNIST,mnist,CNN,Image,topology,0.1,trial_000001,0.81561875,0.7811128582005048,0.58,0.73,0.7049180327868854,0.7771084337349398,0.645,base_e_0.1,out/mnist/base_e_0.1/runs/trials/trial_000001/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.1,trial_000002,0.84793125,0.851960227130198,0.5875,0.61125,0.37675350701402804,0.9494949494949495,0.235,base_e_0.1,out/mnist/base_e_0.1/runs/trials/trial_000002/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.1,trial_000003,0.8207625000000001,0.8033281434884991,0.7,0.7425,0.6952662721893491,0.8514492753623188,0.5875,base_e_0.1,out/mnist/base_e_0.1/runs/trials/trial_000003/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.1,trial_000004,0.86230625,0.8656718777499505,0.515,0.7775,0.7839805825242718,0.7617924528301887,0.8075,base_e_0.1,out/mnist/base_e_0.1/runs/trials/trial_000004/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.1,trial_000005,0.8485375,0.840121079475029,0.58,0.765,0.7374301675977653,0.8354430379746836,0.66,base_e_0.1,out/mnist/base_e_0.1/runs/trials/trial_000005/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.1,trial_000006,0.84535625,0.8420342789508781,0.585,0.70875,0.6223662884927066,0.8847926267281107,0.48,base_e_0.1,out/mnist/base_e_0.1/runs/trials/trial_000006/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.1,trial_000007,0.85316875,0.8528817521379093,0.525,0.78,0.7628032345013477,0.827485380116959,0.7075,base_e_0.1,out/mnist/base_e_0.1/runs/trials/trial_000007/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.1,trial_000008,0.8421749999999999,0.8345810399772727,0.6425,0.76875,0.7575360419397118,0.7961432506887053,0.7225,base_e_0.1,out/mnist/base_e_0.1/runs/trials/trial_000008/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.1,trial_000009,0.8442250000000001,0.8337044131917741,0.61,0.76375,0.7490039840637449,0.7988668555240793,0.705,base_e_0.1,out/mnist/base_e_0.1/runs/trials/trial_000009/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.1,trial_000010,0.8406875,0.824303772669231,0.605,0.7625,0.7557840616966581,0.7777777777777778,0.735,base_e_0.1,out/mnist/base_e_0.1/runs/trials/trial_000010/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.1,trial_000011,0.8510375,0.8376163411652442,0.63,0.7925,0.7904040404040404,0.798469387755102,0.7825,base_e_0.1,out/mnist/base_e_0.1/runs/trials/trial_000011/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.1,trial_000012,0.8708374999999999,0.8773115261761907,0.5325,0.78625,0.7752956636005257,0.817174515235457,0.7375,base_e_0.1,out/mnist/base_e_0.1/runs/trials/trial_000012/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.1,trial_000013,0.8437875000000001,0.8382836272568658,0.6275,0.7725,0.754054054054054,0.8205882352941176,0.6975,base_e_0.1,out/mnist/base_e_0.1/runs/trials/trial_000013/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.1,trial_000014,0.8530562500000001,0.8456616381072822,0.595,0.7375,0.6837349397590362,0.8598484848484849,0.5675,base_e_0.1,out/mnist/base_e_0.1/runs/trials/trial_000014/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.1,trial_000015,0.8456,0.8406151018345751,0.6425,0.67625,0.5557461406518012,0.8852459016393442,0.405,base_e_0.1,out/mnist/base_e_0.1/runs/trials/trial_000015/metrics/metrics.json
MNIST,mnist,CNN,Image,baseline,0.1,trial_000001,0.9524062500000001,0.9442792531429947,0.195,0.88375,0.8883553421368547,0.8545034642032333,0.925,baseline/base_e_0.1,out/mnist/baseline/base_e_0.1/runs/trials/trial_000001/metrics/metrics.json
MNIST,mnist,CNN,Image,baseline,0.1,trial_000002,0.95429375,0.9458643161701005,0.1875,0.56875,0.2483660130718954,0.9661016949152542,0.1425,baseline/base_e_0.1,out/mnist/baseline/base_e_0.1/runs/trials/trial_000002/metrics/metrics.json
MNIST,mnist,CNN,Image,baseline,0.1,trial_000003,0.9411125,0.9408324872300473,0.285,0.8575,0.8503937007874015,0.8950276243093923,0.81,baseline/base_e_0.1,out/mnist/baseline/base_e_0.1/runs/trials/trial_000003/metrics/metrics.json
MNIST,mnist,CNN,Image,baseline,0.1,trial_000004,0.9498187499999999,0.9414049617762479,0.225,0.8775,0.8852459016393444,0.8325991189427313,0.945,baseline/base_e_0.1,out/mnist/baseline/base_e_0.1/runs/trials/trial_000004/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.2,trial_000001,0.81561875,0.7811128582005048,0.58,0.73,0.7049180327868854,0.7771084337349398,0.645,base_e_0.2,out/mnist/base_e_0.2/runs/trials/trial_000001/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.2,trial_000002,0.84793125,0.851960227130198,0.5875,0.61125,0.37675350701402804,0.9494949494949495,0.235,base_e_0.2,out/mnist/base_e_0.2/runs/trials/trial_000002/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.2,trial_000003,0.8207625000000001,0.8033281434884991,0.7,0.7425,0.6952662721893491,0.8514492753623188,0.5875,base_e_0.2,out/mnist/base_e_0.2/runs/trials/trial_000003/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.2,trial_000004,0.86230625,0.8656718777499505,0.515,0.7775,0.7839805825242718,0.7617924528301887,0.8075,base_e_0.2,out/mnist/base_e_0.2/runs/trials/trial_000004/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.2,trial_000005,0.8485375,0.840121079475029,0.58,0.765,0.7374301675977653,0.8354430379746836,0.66,base_e_0.2,out/mnist/base_e_0.2/runs/trials/trial_000005/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.2,trial_000006,0.84535625,0.8420342789508781,0.585,0.70875,0.6223662884927066,0.8847926267281107,0.48,base_e_0.2,out/mnist/base_e_0.2/runs/trials/trial_000006/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.2,trial_000007,0.85316875,0.8528817521379093,0.525,0.78,0.7628032345013477,0.827485380116959,0.7075,base_e_0.2,out/mnist/base_e_0.2/runs/trials/trial_000007/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.2,trial_000008,0.8421749999999999,0.8345810399772727,0.6425,0.76875,0.7575360419397118,0.7961432506887053,0.7225,base_e_0.2,out/mnist/base_e_0.2/runs/trials/trial_000008/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.2,trial_000009,0.8442250000000001,0.8337044131917741,0.61,0.76375,0.7490039840637449,0.7988668555240793,0.705,base_e_0.2,out/mnist/base_e_0.2/runs/trials/trial_000009/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.2,trial_000010,0.8406875,0.824303772669231,0.605,0.7625,0.7557840616966581,0.7777777777777778,0.735,base_e_0.2,out/mnist/base_e_0.2/runs/trials/trial_000010/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.2,trial_000011,0.8510375,0.8376163411652442,0.63,0.7925,0.7904040404040404,0.798469387755102,0.7825,base_e_0.2,out/mnist/base_e_0.2/runs/trials/trial_000011/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.2,trial_000012,0.8708374999999999,0.8773115261761907,0.5325,0.78625,0.7752956636005257,0.817174515235457,0.7375,base_e_0.2,out/mnist/base_e_0.2/runs/trials/trial_000012/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.2,trial_000013,0.8437875000000001,0.8382836272568658,0.6275,0.7725,0.754054054054054,0.8205882352941176,0.6975,base_e_0.2,out/mnist/base_e_0.2/runs/trials/trial_000013/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.2,trial_000014,0.8530562500000001,0.8456616381072822,0.595,0.7375,0.6837349397590362,0.8598484848484849,0.5675,base_e_0.2,out/mnist/base_e_0.2/runs/trials/trial_000014/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.2,trial_000015,0.8456,0.8406151018345751,0.6425,0.67625,0.5557461406518012,0.8852459016393442,0.405,base_e_0.2,out/mnist/base_e_0.2/runs/trials/trial_000015/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.3,trial_000001,0.884775,0.8713637795220827,0.4225,0.82,0.8208955223880595,0.8168316831683168,0.825,base_e_0.3,out/mnist/base_e_0.3/runs/trials/trial_000001/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.3,trial_000002,0.83995,0.8357905853130396,0.5875,0.58125,0.29473684210526313,0.9333333333333333,0.175,base_e_0.3,out/mnist/base_e_0.3/runs/trials/trial_000002/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.3,trial_000003,0.88310625,0.8797167684998695,0.54,0.80875,0.7901234567901235,0.8753799392097265,0.72,base_e_0.3,out/mnist/base_e_0.3/runs/trials/trial_000003/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.3,trial_000004,0.8377875,0.8364020034857647,0.6175,0.7575,0.7599009900990099,0.7524509803921569,0.7675,base_e_0.3,out/mnist/base_e_0.3/runs/trials/trial_000004/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.3,trial_000005,0.8470624999999999,0.821059203823119,0.53,0.76375,0.7356643356643358,0.834920634920635,0.6575,base_e_0.3,out/mnist/base_e_0.3/runs/trials/trial_000005/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.3,trial_000006,0.85821875,0.8569479477837167,0.57,0.71375,0.6312399355877617,0.8868778280542986,0.49,base_e_0.3,out/mnist/base_e_0.3/runs/trials/trial_000006/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.3,trial_000007,0.84591875,0.8388513287197809,0.515,0.75875,0.7337931034482759,0.8184615384615385,0.665,base_e_0.3,out/mnist/base_e_0.3/runs/trials/trial_000007/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.3,trial_000008,0.8491437500000001,0.8268686538181986,0.5325,0.77,0.7591623036649214,0.7967032967032966,0.725,base_e_0.3,out/mnist/base_e_0.3/runs/trials/trial_000008/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.3,trial_000009,0.84738125,0.8257552858099204,0.56,0.76125,0.7456724367509987,0.7977207977207977,0.7,base_e_0.3,out/mnist/base_e_0.3/runs/trials/trial_000009/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.3,trial_000010,0.84693125,0.8307888728140096,0.5275,0.76,0.7525773195876287,0.776595744680851,0.73,base_e_0.3,out/mnist/base_e_0.3/runs/trials/trial_000010/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.3,trial_000011,0.9002750000000002,0.9063289461863945,0.5025,0.80875,0.7785817655571634,0.9243986254295533,0.6725,base_e_0.3,out/mnist/base_e_0.3/runs/trials/trial_000011/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.3,trial_000012,0.8868,0.8556803177365255,0.43,0.81125,0.8010540184453229,0.8467966573816156,0.76,base_e_0.3,out/mnist/base_e_0.3/runs/trials/trial_000012/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.3,trial_000013,0.90190625,0.874700020217982,0.42,0.52875,0.12529002320185614,0.8709677419354839,0.0675,base_e_0.3,out/mnist/base_e_0.3/runs/trials/trial_000013/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.3,trial_000014,0.8527625,0.8514828199092359,0.6675,0.6475,0.48161764705882354,0.9097222222222222,0.3275,base_e_0.3,out/mnist/base_e_0.3/runs/trials/trial_000014/metrics/metrics.json
MNIST,mnist,CNN,Image,topology,0.3,trial_000015,0.8927249999999999,0.8881142342110456,0.3875,0.79625,0.7829560585885486,0.8376068376068376,0.735,base_e_0.3,out/mnist/base_e_0.3/runs/trials/trial_000015/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,topology,0.1,trial_000001,0.8227499999999999,0.8946675347683323,0.92,0.7775,0.7758186397984888,0.7817258883248731,0.77,base_e_0.1,out/synthetic_shapes/base_e_0.1/runs/trials/trial_000001/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,topology,0.1,trial_000002,0.8843249999999999,0.9301175372180589,0.905,0.8675,0.849002849002849,0.9867549668874173,0.745,base_e_0.1,out/synthetic_shapes/base_e_0.1/runs/trials/trial_000002/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,topology,0.1,trial_000003,0.8186500000000001,0.8873206252955208,0.79,0.8225,0.8086253369272236,0.8771929824561403,0.75,base_e_0.1,out/synthetic_shapes/base_e_0.1/runs/trials/trial_000003/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,topology,0.1,trial_000004,0.8657749999999999,0.9166957232703036,0.93,0.8,0.8095238095238095,0.7727272727272727,0.85,base_e_0.1,out/synthetic_shapes/base_e_0.1/runs/trials/trial_000004/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,topology,0.1,trial_000005,0.83615,0.9005581706962593,0.885,0.8025,0.8,0.8102564102564103,0.79,base_e_0.1,out/synthetic_shapes/base_e_0.1/runs/trials/trial_000005/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,topology,0.1,trial_000006,0.898275,0.9326613423786726,0.85,0.865,0.8516483516483515,0.9451219512195121,0.775,base_e_0.1,out/synthetic_shapes/base_e_0.1/runs/trials/trial_000006/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,topology,0.1,trial_000007,0.88245,0.9291016645402337,0.925,0.8475,0.8478802992518704,0.845771144278607,0.85,base_e_0.1,out/synthetic_shapes/base_e_0.1/runs/trials/trial_000007/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,topology,0.1,trial_000008,0.8702749999999999,0.9180808056973118,0.97,0.805,0.806930693069307,0.7990196078431373,0.815,base_e_0.1,out/synthetic_shapes/base_e_0.1/runs/trials/trial_000008/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,topology,0.1,trial_000009,0.8466250000000001,0.904555057964854,0.85,0.7925,0.7919799498746867,0.7939698492462312,0.79,base_e_0.1,out/synthetic_shapes/base_e_0.1/runs/trials/trial_000009/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,topology,0.1,trial_000010,0.8666999999999999,0.9111331107883798,0.68,0.785,0.782828282828283,0.7908163265306123,0.775,base_e_0.1,out/synthetic_shapes/base_e_0.1/runs/trials/trial_000010/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,baseline,0.1,trial_000001,0.9015,0.9251407031141505,0.535,0.795,0.7875647668393783,0.8172043010752689,0.76,baseline/base_e_0.1,out/synthetic_shapes/baseline/base_e_0.1/runs/trials/trial_000001/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,baseline,0.1,trial_000002,0.895725,0.9218138257850486,0.54,0.865,0.8474576271186441,0.974025974025974,0.75,baseline/base_e_0.1,out/synthetic_shapes/baseline/base_e_0.1/runs/trials/trial_000002/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,baseline,0.1,trial_000003,0.8618500000000001,0.9062665617825489,0.765,0.8175,0.804289544235925,0.8670520231213873,0.75,baseline/base_e_0.1,out/synthetic_shapes/baseline/base_e_0.1/runs/trials/trial_000003/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,baseline,0.1,trial_000004,0.9025,0.9263066399536913,0.57,0.7875,0.7880299251870324,0.7860696517412935,0.79,baseline/base_e_0.1,out/synthetic_shapes/baseline/base_e_0.1/runs/trials/trial_000004/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,baseline,0.1,trial_000005,0.9023749999999999,0.925931525271025,0.545,0.82,0.8064516129032259,0.872093023255814,0.75,baseline/base_e_0.1,out/synthetic_shapes/baseline/base_e_0.1/runs/trials/trial_000005/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,baseline,0.1,trial_000006,0.9015,0.9251407031141505,0.535,0.8575,0.8403361344537814,0.9554140127388535,0.75,baseline/base_e_0.1,out/synthetic_shapes/baseline/base_e_0.1/runs/trials/trial_000006/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,baseline,0.1,trial_000007,0.9007999999999999,0.9246981673243305,0.535,0.8075,0.7957559681697612,0.847457627118644,0.75,baseline/base_e_0.1,out/synthetic_shapes/baseline/base_e_0.1/runs/trials/trial_000007/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,baseline,0.1,trial_000008,0.8916,0.9198339928224394,0.55,0.7975,0.7874015748031497,0.8287292817679558,0.75,baseline/base_e_0.1,out/synthetic_shapes/baseline/base_e_0.1/runs/trials/trial_000008/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,baseline,0.1,trial_000009,0.8992,0.9237325996468813,0.52,0.8,0.7894736842105262,0.8333333333333334,0.75,baseline/base_e_0.1,out/synthetic_shapes/baseline/base_e_0.1/runs/trials/trial_000009/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,baseline,0.1,trial_000010,0.902675,0.9261710737986761,0.545,0.7975,0.7906976744186047,0.8181818181818182,0.765,baseline/base_e_0.1,out/synthetic_shapes/baseline/base_e_0.1/runs/trials/trial_000010/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,topology,0.2,trial_000001,0.94625,0.9641761515065119,0.47,0.8625,0.8723897911832946,0.8138528138528138,0.94,base_e_0.2,out/synthetic_shapes/base_e_0.2/runs/trials/trial_000001/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,topology,0.2,trial_000002,0.98385,0.9834525121749508,0.085,0.8825,0.8683473389355743,0.9872611464968153,0.775,base_e_0.2,out/synthetic_shapes/base_e_0.2/runs/trials/trial_000002/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,topology,0.2,trial_000003,0.9629999999999999,0.9769559978955549,0.125,0.9175,0.9193154034229829,0.8995215311004785,0.94,base_e_0.2,out/synthetic_shapes/base_e_0.2/runs/trials/trial_000003/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,topology,0.2,trial_000004,0.964625,0.9674967279343867,0.17,0.8725,0.8864142538975501,0.7991967871485943,0.995,base_e_0.2,out/synthetic_shapes/base_e_0.2/runs/trials/trial_000004/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,topology,0.2,trial_000005,0.9741,0.9786747203211985,0.09,0.8975,0.905311778290993,0.8412017167381974,0.98,base_e_0.2,out/synthetic_shapes/base_e_0.2/runs/trials/trial_000005/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,topology,0.2,trial_000006,0.985825,0.9863302143915299,0.075,0.93,0.9282051282051282,0.9526315789473684,0.905,base_e_0.2,out/synthetic_shapes/base_e_0.2/runs/trials/trial_000006/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,topology,0.2,trial_000007,0.9829999999999999,0.9828043996748639,0.09,0.92,0.9255813953488372,0.8652173913043478,0.995,base_e_0.2,out/synthetic_shapes/base_e_0.2/runs/trials/trial_000007/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,topology,0.2,trial_000008,0.983975,0.985621829956216,0.05,0.89,0.8995433789954337,0.8277310924369747,0.985,base_e_0.2,out/synthetic_shapes/base_e_0.2/runs/trials/trial_000008/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,topology,0.2,trial_000009,0.9783999999999999,0.9823889185003882,0.065,0.8875,0.897025171624714,0.8270042194092827,0.98,base_e_0.2,out/synthetic_shapes/base_e_0.2/runs/trials/trial_000009/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,topology,0.2,trial_000010,0.9851749999999999,0.988020370309992,0.045,0.8875,0.897025171624714,0.8270042194092827,0.98,base_e_0.2,out/synthetic_shapes/base_e_0.2/runs/trials/trial_000010/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,baseline,0.2,trial_000001,0.9864499999999999,0.9887479696407266,0.1,0.895,0.9014084507042253,0.8495575221238938,0.96,baseline/base_e_0.2,out/synthetic_shapes/baseline/base_e_0.2/runs/trials/trial_000001/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,baseline,0.2,trial_000002,0.9839000000000001,0.9869609154379738,0.155,0.96,0.9591836734693877,0.9791666666666666,0.94,baseline/base_e_0.2,out/synthetic_shapes/baseline/base_e_0.2/runs/trials/trial_000002/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,baseline,0.2,trial_000003,0.9588249999999999,0.9717645410543038,0.325,0.9075,0.9095354523227384,0.8899521531100478,0.93,baseline/base_e_0.2,out/synthetic_shapes/baseline/base_e_0.2/runs/trials/trial_000003/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,baseline,0.2,trial_000004,0.9883250000000001,0.9902390370857287,0.075,0.8825,0.8929384965831434,0.8200836820083682,0.98,baseline/base_e_0.2,out/synthetic_shapes/baseline/base_e_0.2/runs/trials/trial_000004/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,baseline,0.2,trial_000005,0.9879249999999999,0.9899127932539235,0.085,0.9225,0.9249394673123487,0.8967136150234741,0.955,baseline/base_e_0.2,out/synthetic_shapes/baseline/base_e_0.2/runs/trials/trial_000005/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,baseline,0.2,trial_000006,0.9864499999999999,0.9887479696407266,0.1,0.9525,0.9518987341772152,0.9641025641025641,0.94,baseline/base_e_0.2,out/synthetic_shapes/baseline/base_e_0.2/runs/trials/trial_000006/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,baseline,0.2,trial_000007,0.98595,0.9883449686689117,0.12,0.91,0.9138755980861244,0.8761467889908257,0.955,baseline/base_e_0.2,out/synthetic_shapes/baseline/base_e_0.2/runs/trials/trial_000007/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,baseline,0.2,trial_000008,0.9835250000000001,0.9867191699533152,0.155,0.895,0.9,0.8590909090909091,0.945,baseline/base_e_0.2,out/synthetic_shapes/baseline/base_e_0.2/runs/trials/trial_000008/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,baseline,0.2,trial_000009,0.9849249999999998,0.987612363505156,0.15,0.9,0.9047619047619048,0.8636363636363636,0.95,baseline/base_e_0.2,out/synthetic_shapes/baseline/base_e_0.2/runs/trials/trial_000009/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,baseline,0.2,trial_000010,0.988025,0.990013255390299,0.075,0.8975,0.9039812646370022,0.8502202643171806,0.965,baseline/base_e_0.2,out/synthetic_shapes/baseline/base_e_0.2/runs/trials/trial_000010/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,topology,0.3,trial_000001,0.7879499999999999,0.850962468331572,0.915,0.7475,0.7376623376623376,0.7675675675675676,0.71,base_e_0.3,out/synthetic_shapes/base_e_0.3/runs/trials/trial_000001/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,topology,0.3,trial_000002,0.8784749999999999,0.898527301016623,0.675,0.7225,0.621160409556314,0.978494623655914,0.455,base_e_0.3,out/synthetic_shapes/base_e_0.3/runs/trials/trial_000002/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,topology,0.3,trial_000003,0.825475,0.8824351069054768,0.775,0.805,0.7857142857142857,0.8719512195121951,0.715,base_e_0.3,out/synthetic_shapes/base_e_0.3/runs/trials/trial_000003/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,topology,0.3,trial_000004,0.83785,0.8636464818689915,0.78,0.79,0.798076923076923,0.7685185185185185,0.83,base_e_0.3,out/synthetic_shapes/base_e_0.3/runs/trials/trial_000004/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,topology,0.3,trial_000005,0.846225,0.8866694015691258,0.905,0.815,0.815,0.815,0.815,base_e_0.3,out/synthetic_shapes/base_e_0.3/runs/trials/trial_000005/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,topology,0.3,trial_000006,0.905525,0.9294018740867305,0.75,0.83,0.8057142857142856,0.94,0.705,base_e_0.3,out/synthetic_shapes/base_e_0.3/runs/trials/trial_000006/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,topology,0.3,trial_000007,0.8753249999999998,0.8988061355795813,0.715,0.8375,0.836272040302267,0.8426395939086294,0.83,base_e_0.3,out/synthetic_shapes/base_e_0.3/runs/trials/trial_000007/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,topology,0.3,trial_000008,0.878325,0.9059183426150907,0.88,0.82,0.824390243902439,0.8047619047619048,0.845,base_e_0.3,out/synthetic_shapes/base_e_0.3/runs/trials/trial_000008/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,topology,0.3,trial_000009,0.8644750000000001,0.901549025789828,0.81,0.82,0.824390243902439,0.8047619047619048,0.845,base_e_0.3,out/synthetic_shapes/base_e_0.3/runs/trials/trial_000009/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,topology,0.3,trial_000010,0.877375,0.9169771658531918,0.905,0.8125,0.8157248157248156,0.8019323671497585,0.83,base_e_0.3,out/synthetic_shapes/base_e_0.3/runs/trials/trial_000010/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,baseline,0.3,trial_000001,0.91075,0.9273317164818564,0.475,0.8025,0.7969151670951157,0.8201058201058201,0.775,baseline/base_e_0.3,out/synthetic_shapes/baseline/base_e_0.3/runs/trials/trial_000001/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,baseline,0.3,trial_000002,0.9003249999999999,0.9197965549773891,0.47,0.8175,0.7820895522388059,0.9703703703703703,0.655,baseline/base_e_0.3,out/synthetic_shapes/baseline/base_e_0.3/runs/trials/trial_000002/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,baseline,0.3,trial_000003,0.786625,0.842485717476728,0.83,0.745,0.7034883720930233,0.8402777777777778,0.605,baseline/base_e_0.3,out/synthetic_shapes/baseline/base_e_0.3/runs/trials/trial_000003/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,baseline,0.3,trial_000004,0.914225,0.9299566466215626,0.465,0.815,0.8203883495145631,0.7971698113207547,0.845,baseline/base_e_0.3,out/synthetic_shapes/baseline/base_e_0.3/runs/trials/trial_000004/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,baseline,0.3,trial_000005,0.91335,0.9293877827662196,0.47,0.82,0.8064516129032259,0.872093023255814,0.75,baseline/base_e_0.3,out/synthetic_shapes/baseline/base_e_0.3/runs/trials/trial_000005/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,baseline,0.3,trial_000006,0.91075,0.9273317164818564,0.475,0.8325,0.8069164265129684,0.9523809523809523,0.7,baseline/base_e_0.3,out/synthetic_shapes/baseline/base_e_0.3/runs/trials/trial_000006/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,baseline,0.3,trial_000007,0.9092250000000001,0.9259150496754658,0.47,0.81,0.798941798941799,0.848314606741573,0.755,baseline/base_e_0.3,out/synthetic_shapes/baseline/base_e_0.3/runs/trials/trial_000007/metrics/metrics.json
Synthetic Shapes,synthetic_shapes,CNN,Image,baseline,0.3,trial_000008,0.89795,0.918624281222291,0.48,0.7975,0.7874015748031497,0.8287292817679558,0.75,baseline/base_e_0.3,out/synthetic_shapes/baseline/base_e_0.3/runs/trials/trial_000008/metrics/metrics.json
