dataset,dataset_key,model,data_type,method,epsilon,trial_id,roc_auc,pr_auc,fpr_at_tpr95,accuracy,f1,precision,recall,config,source_file
Nested Spheres,nested_spheres,MLP,Synthetic,baseline,0.2,trial_000004,0.564718919149299,0.37874688173488424,0.9831649831649831,0.7207446808510638,0.3478260869565218,0.34146341463414637,0.35443037974683544,baseline/base_torus_one_hole_e_0.2,out/nested_spheres/baseline/base_torus_one_hole_e_0.2/runs/trials/trial_000004/metrics/metrics.json
Nested Spheres,nested_spheres,MLP,Synthetic,baseline,0.2,trial_000005,0.5633976899799685,0.37712566695474736,0.9831649831649831,0.7872340425531915,0.38461538461538464,0.49019607843137253,0.31645569620253167,baseline/base_torus_one_hole_e_0.2,out/nested_spheres/baseline/base_torus_one_hole_e_0.2/runs/trials/trial_000005/metrics/metrics.json
Nested Spheres,nested_spheres,MLP,Synthetic,baseline,0.2,trial_000006,0.5579849124152921,0.37360741803632713,0.9797979797979798,0.8031914893617021,0.1956521739130435,0.6923076923076923,0.11392405063291139,baseline/base_torus_one_hole_e_0.2,out/nested_spheres/baseline/base_torus_one_hole_e_0.2/runs/trials/trial_000006/metrics/metrics.json
Nested Spheres,nested_spheres,MLP,Synthetic,baseline,0.2,trial_000007,0.5483101052721306,0.3659612433481417,0.9730639730639731,0.7712765957446809,0.36764705882352944,0.43859649122807015,0.31645569620253167,baseline/base_torus_one_hole_e_0.2,out/nested_spheres/baseline/base_torus_one_hole_e_0.2/runs/trials/trial_000007/metrics/metrics.json
Nested Spheres,nested_spheres,MLP,Synthetic,baseline,0.2,trial_000008,0.53258321612752,0.35749734294945723,0.9831649831649831,0.7526595744680851,0.34965034965034963,0.390625,0.31645569620253167,baseline/base_torus_one_hole_e_0.2,out/nested_spheres/baseline/base_torus_one_hole_e_0.2/runs/trials/trial_000008/metrics/metrics.json
Nested Spheres,nested_spheres,MLP,Synthetic,baseline,0.2,trial_000009,0.5409794143971359,0.36513274692522757,0.9797979797979798,0.7526595744680851,0.34042553191489366,0.3870967741935484,0.3037974683544304,baseline/base_torus_one_hole_e_0.2,out/nested_spheres/baseline/base_torus_one_hole_e_0.2/runs/trials/trial_000009/metrics/metrics.json
Nested Spheres,nested_spheres,MLP,Synthetic,baseline,0.2,trial_000010,0.5638665132336018,0.3819846404301136,0.9831649831649831,0.7553191489361702,0.3698630136986301,0.40298507462686567,0.34177215189873417,baseline/base_torus_one_hole_e_0.2,out/nested_spheres/baseline/base_torus_one_hole_e_0.2/runs/trials/trial_000010/metrics/metrics.json
Nested Spheres,nested_spheres,MLP,Synthetic,topology,0.3,trial_000001,0.4242722207323978,0.2401676736840408,0.9730639730639731,0.6414634146341464,0.15028901734104044,0.21666666666666667,0.11504424778761062,base_torus_one_hole_e_0.3_copy,out/nested_spheres/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000001/metrics/metrics.json
Nested Spheres,nested_spheres,MLP,Synthetic,topology,0.3,trial_000002,0.4769524150055124,0.25829435560373293,0.9865319865319865,0.7219512195121951,0.017241379310344827,0.3333333333333333,0.008849557522123894,base_torus_one_hole_e_0.3_copy,out/nested_spheres/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000002/metrics/metrics.json
Nested Spheres,nested_spheres,MLP,Synthetic,topology,0.3,trial_000003,0.4379190131402521,0.24421574149948938,0.9494949494949495,0.6731707317073171,0.0945945945945946,0.2,0.061946902654867256,base_torus_one_hole_e_0.3_copy,out/nested_spheres/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000003/metrics/metrics.json
Nested Spheres,nested_spheres,MLP,Synthetic,topology,0.3,trial_000004,0.4689073627126724,0.25453546250979964,0.9797979797979798,0.6365853658536585,0.20320855614973263,0.25675675675675674,0.168141592920354,base_torus_one_hole_e_0.3_copy,out/nested_spheres/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000004/metrics/metrics.json
Nested Spheres,nested_spheres,MLP,Synthetic,topology,0.3,trial_000005,0.491046154762969,0.26226048586072004,0.9663299663299664,0.6804878048780488,0.07092198581560284,0.17857142857142858,0.04424778761061947,base_torus_one_hole_e_0.3_copy,out/nested_spheres/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000005/metrics/metrics.json
Nested Spheres,nested_spheres,MLP,Synthetic,topology,0.3,trial_000006,0.4759989273263609,0.2521402911565292,0.9191919191919192,0.697560975609756,0.015873015873015872,0.07692307692307693,0.008849557522123894,base_torus_one_hole_e_0.3_copy,out/nested_spheres/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000006/metrics/metrics.json
Nested Spheres,nested_spheres,MLP,Synthetic,topology,0.3,trial_000007,0.4473645004618456,0.24481012741518615,0.9831649831649831,0.6487804878048781,0.1,0.1702127659574468,0.07079646017699115,base_torus_one_hole_e_0.3_copy,out/nested_spheres/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000007/metrics/metrics.json
Nested Spheres,nested_spheres,MLP,Synthetic,topology,0.3,trial_000008,0.4742111379279521,0.25076799925545096,0.9225589225589226,0.6292682926829268,0.12643678160919541,0.18032786885245902,0.09734513274336283,base_torus_one_hole_e_0.3_copy,out/nested_spheres/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000008/metrics/metrics.json
Nested Spheres,nested_spheres,MLP,Synthetic,topology,0.3,trial_000009,0.4712016924406305,0.2536677389023002,0.9595959595959596,0.6536585365853659,0.08974358974358974,0.16279069767441862,0.061946902654867256,base_torus_one_hole_e_0.3_copy,out/nested_spheres/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000009/metrics/metrics.json
Nested Spheres,nested_spheres,MLP,Synthetic,topology,0.3,trial_000010,0.4599088227406811,0.26910590431774084,0.98989898989899,0.6609756097560976,0.1676646706586826,0.25925925925925924,0.12389380530973451,base_torus_one_hole_e_0.3_copy,out/nested_spheres/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000010/metrics/metrics.json
Nested Spheres,nested_spheres,MLP,Synthetic,baseline,0.3,trial_000001,0.48711301808646945,0.3293591967273676,0.9730639730639731,0.6682926829268293,0.21839080459770113,0.3114754098360656,0.168141592920354,baseline/base_torus_one_hole_e_0.3_copy,out/nested_spheres/baseline/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000001/metrics/metrics.json
Nested Spheres,nested_spheres,MLP,Synthetic,baseline,0.3,trial_000002,0.4703375942313996,0.3199579773223421,0.9831649831649831,0.7341463414634146,0.06837606837606837,1.0,0.035398230088495575,baseline/base_torus_one_hole_e_0.3_copy,out/nested_spheres/baseline/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000002/metrics/metrics.json
Nested Spheres,nested_spheres,MLP,Synthetic,baseline,0.3,trial_000003,0.42138196120497007,0.25541833671522685,0.9562289562289562,0.675609756097561,0.10738255033557045,0.2222222222222222,0.07079646017699115,baseline/base_torus_one_hole_e_0.3_copy,out/nested_spheres/baseline/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000003/metrics/metrics.json
Nested Spheres,nested_spheres,MLP,Synthetic,baseline,0.3,trial_000004,0.4986740561961801,0.33890343078285806,0.9764309764309764,0.6536585365853659,0.2604166666666667,0.31645569620253167,0.22123893805309736,baseline/base_torus_one_hole_e_0.3_copy,out/nested_spheres/baseline/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000004/metrics/metrics.json
Nested Spheres,nested_spheres,MLP,Synthetic,baseline,0.3,trial_000005,0.4967074878579303,0.3389281701631211,0.9797979797979798,0.7024390243902439,0.21794871794871792,0.3953488372093023,0.1504424778761062,baseline/base_torus_one_hole_e_0.3_copy,out/nested_spheres/baseline/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000005/metrics/metrics.json
Nested Spheres,nested_spheres,MLP,Synthetic,baseline,0.3,trial_000006,0.487083221596496,0.32942693124305295,0.9730639730639731,0.7365853658536585,0.14285714285714285,0.6923076923076923,0.07964601769911504,baseline/base_torus_one_hole_e_0.3_copy,out/nested_spheres/baseline/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000006/metrics/metrics.json
Nested Spheres,nested_spheres,MLP,Synthetic,baseline,0.3,trial_000007,0.48207741128095116,0.32899177819108594,0.9730639730639731,0.6951219512195121,0.24242424242424243,0.38461538461538464,0.17699115044247787,baseline/base_torus_one_hole_e_0.3_copy,out/nested_spheres/baseline/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000007/metrics/metrics.json
Nested Spheres,nested_spheres,MLP,Synthetic,baseline,0.3,trial_000008,0.46291826822800275,0.3163137326263484,0.9831649831649831,0.6707317073170732,0.20118343195266272,0.30357142857142855,0.1504424778761062,baseline/base_torus_one_hole_e_0.3_copy,out/nested_spheres/baseline/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000008/metrics/metrics.json
Nested Spheres,nested_spheres,MLP,Synthetic,baseline,0.3,trial_000009,0.47924674473347045,0.3255765795787174,0.9831649831649831,0.675609756097561,0.21301775147928995,0.32142857142857145,0.1592920353982301,baseline/base_torus_one_hole_e_0.3_copy,out/nested_spheres/baseline/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000009/metrics/metrics.json
Nested Spheres,nested_spheres,MLP,Synthetic,baseline,0.3,trial_000010,0.4962903369983016,0.3373683485298244,0.9797979797979798,0.675609756097561,0.23121387283236994,0.3333333333333333,0.17699115044247787,baseline/base_torus_one_hole_e_0.3_copy,out/nested_spheres/baseline/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000010/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,topology,0.1,trial_000001,0.48915254237288136,0.15976981091116832,0.9457627118644067,0.723943661971831,0.125,0.1346153846153846,0.11666666666666667,base_torus_one_hole_e_0.1,out/blobs/base_torus_one_hole_e_0.1/runs/trials/trial_000001/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,topology,0.1,trial_000002,0.6145197740112993,0.23607902759349556,0.8983050847457628,0.828169014084507,0.031746031746031744,0.3333333333333333,0.016666666666666666,base_torus_one_hole_e_0.1,out/blobs/base_torus_one_hole_e_0.1/runs/trials/trial_000002/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,topology,0.1,trial_000003,0.4925988700564972,0.15757799737391665,0.9423728813559322,0.7492957746478873,0.02197802197802198,0.03225806451612903,0.016666666666666666,base_torus_one_hole_e_0.1,out/blobs/base_torus_one_hole_e_0.1/runs/trials/trial_000003/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,topology,0.1,trial_000004,0.6150847457627119,0.23469167663866808,0.9288135593220339,0.7070422535211267,0.2777777777777778,0.23809523809523808,0.3333333333333333,base_torus_one_hole_e_0.1,out/blobs/base_torus_one_hole_e_0.1/runs/trials/trial_000004/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,topology,0.1,trial_000005,0.5661581920903955,0.2250464316072144,0.8983050847457628,0.7690140845070422,0.163265306122449,0.21052631578947367,0.13333333333333333,base_torus_one_hole_e_0.1,out/blobs/base_torus_one_hole_e_0.1/runs/trials/trial_000005/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,topology,0.1,trial_000006,0.5286440677966101,0.175245935274195,0.9728813559322034,0.7718309859154929,0.0,0.0,0.0,base_torus_one_hole_e_0.1,out/blobs/base_torus_one_hole_e_0.1/runs/trials/trial_000006/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,topology,0.1,trial_000007,0.6,0.2214574801675408,0.8847457627118644,0.7577464788732394,0.23214285714285715,0.25,0.21666666666666667,base_torus_one_hole_e_0.1,out/blobs/base_torus_one_hole_e_0.1/runs/trials/trial_000007/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,topology,0.1,trial_000008,0.5810169491525424,0.22628582652314433,0.9389830508474576,0.7380281690140845,0.24390243902439024,0.23809523809523808,0.25,base_torus_one_hole_e_0.1,out/blobs/base_torus_one_hole_e_0.1/runs/trials/trial_000008/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,topology,0.1,trial_000009,0.5799435028248587,0.22509144278289012,0.911864406779661,0.7633802816901408,0.25,0.2692307692307692,0.23333333333333334,base_torus_one_hole_e_0.1,out/blobs/base_torus_one_hole_e_0.1/runs/trials/trial_000009/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,topology,0.1,trial_000010,0.536723163841808,0.19194313545611508,0.9457627118644067,0.7577464788732394,0.18867924528301885,0.21739130434782608,0.16666666666666666,base_torus_one_hole_e_0.1,out/blobs/base_torus_one_hole_e_0.1/runs/trials/trial_000010/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,baseline,0.1,trial_000001,0.7910734463276835,0.4418095174907141,0.8440677966101695,0.7887323943661971,0.4897959183673469,0.41379310344827586,0.6,baseline/base_torus_one_hole_e_0.1,out/blobs/baseline/base_torus_one_hole_e_0.1/runs/trials/trial_000001/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,baseline,0.1,trial_000002,0.765367231638418,0.46003486637632407,0.911864406779661,0.8366197183098592,0.1212121212121212,0.6666666666666666,0.06666666666666667,baseline/base_torus_one_hole_e_0.1,out/blobs/baseline/base_torus_one_hole_e_0.1/runs/trials/trial_000002/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,baseline,0.1,trial_000003,0.6449717514124294,0.38566100537998804,0.8406779661016949,0.7943661971830986,0.3652173913043478,0.38181818181818183,0.35,baseline/base_torus_one_hole_e_0.1,out/blobs/baseline/base_torus_one_hole_e_0.1/runs/trials/trial_000003/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,baseline,0.1,trial_000004,0.8163276836158192,0.44666704821692305,0.6677966101694915,0.7830985915492957,0.5276073619631901,0.4174757281553398,0.7166666666666667,baseline/base_torus_one_hole_e_0.1,out/blobs/baseline/base_torus_one_hole_e_0.1/runs/trials/trial_000004/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,baseline,0.1,trial_000005,0.8108474576271186,0.44093413730491915,0.6915254237288135,0.8140845070422535,0.484375,0.45588235294117646,0.5166666666666667,baseline/base_torus_one_hole_e_0.1,out/blobs/baseline/base_torus_one_hole_e_0.1/runs/trials/trial_000005/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,baseline,0.1,trial_000006,0.7910734463276835,0.4418095174907141,0.8440677966101695,0.8507042253521127,0.46464646464646464,0.5897435897435898,0.38333333333333336,baseline/base_torus_one_hole_e_0.1,out/blobs/baseline/base_torus_one_hole_e_0.1/runs/trials/trial_000006/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,baseline,0.1,trial_000007,0.7823163841807909,0.42993200965637907,0.8983050847457628,0.8028169014084507,0.4696969696969697,0.4305555555555556,0.5166666666666667,baseline/base_torus_one_hole_e_0.1,out/blobs/baseline/base_torus_one_hole_e_0.1/runs/trials/trial_000007/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,baseline,0.1,trial_000008,0.7568361581920904,0.45618620023706963,0.9423728813559322,0.7915492957746478,0.463768115942029,0.41025641025641024,0.5333333333333333,baseline/base_torus_one_hole_e_0.1,out/blobs/baseline/base_torus_one_hole_e_0.1/runs/trials/trial_000008/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,baseline,0.1,trial_000009,0.7718644067796611,0.44812601241684547,0.9593220338983051,0.8,0.4740740740740741,0.4266666666666667,0.5333333333333333,baseline/base_torus_one_hole_e_0.1,out/blobs/baseline/base_torus_one_hole_e_0.1/runs/trials/trial_000009/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,baseline,0.1,trial_000010,0.810677966101695,0.44137569197467696,0.6915254237288135,0.8,0.4892086330935252,0.43037974683544306,0.5666666666666667,baseline/base_torus_one_hole_e_0.1,out/blobs/baseline/base_torus_one_hole_e_0.1/runs/trials/trial_000010/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,topology,0.2,trial_000001,0.4964560862865947,0.09576240663539401,0.847457627118644,0.7682926829268293,0.049999999999999996,0.0425531914893617,0.06060606060606061,base_torus_one_hole_e_0.2,out/blobs/base_torus_one_hole_e_0.2/runs/trials/trial_000001/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,topology,0.2,trial_000002,0.6092449922958398,0.13808190062868944,0.8542372881355932,0.8932926829268293,0.0,0.0,0.0,base_torus_one_hole_e_0.2,out/blobs/base_torus_one_hole_e_0.2/runs/trials/trial_000002/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,topology,0.2,trial_000003,0.43626091422701596,0.0848194386966428,0.9830508474576272,0.8079268292682927,0.0,0.0,0.0,base_torus_one_hole_e_0.2,out/blobs/base_torus_one_hole_e_0.2/runs/trials/trial_000003/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,topology,0.2,trial_000004,0.6292758089368259,0.14076951744370103,0.8745762711864407,0.7408536585365854,0.22018348623853215,0.15789473684210525,0.36363636363636365,base_torus_one_hole_e_0.2,out/blobs/base_torus_one_hole_e_0.2/runs/trials/trial_000004/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,topology,0.2,trial_000005,0.6152028762198254,0.13572009131397722,0.9966101694915255,0.8140243902439024,0.06153846153846154,0.0625,0.06060606060606061,base_torus_one_hole_e_0.2,out/blobs/base_torus_one_hole_e_0.2/runs/trials/trial_000005/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,topology,0.2,trial_000006,0.5036466358500257,0.09776176056594962,0.9694915254237289,0.8353658536585366,0.0,0.0,0.0,base_torus_one_hole_e_0.2,out/blobs/base_torus_one_hole_e_0.2/runs/trials/trial_000006/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,topology,0.2,trial_000007,0.5884951206985105,0.12666203252275127,0.9186440677966101,0.7987804878048781,0.15384615384615383,0.13333333333333333,0.18181818181818182,base_torus_one_hole_e_0.2,out/blobs/base_torus_one_hole_e_0.2/runs/trials/trial_000007/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,topology,0.2,trial_000008,0.5591165896250643,0.11667986521089896,0.9525423728813559,0.7713414634146342,0.13793103448275862,0.1111111111111111,0.18181818181818182,base_torus_one_hole_e_0.2,out/blobs/base_torus_one_hole_e_0.2/runs/trials/trial_000008/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,topology,0.2,trial_000009,0.6005136106831023,0.13529488767465467,0.9966101694915255,0.7987804878048781,0.13157894736842105,0.11627906976744186,0.15151515151515152,base_torus_one_hole_e_0.2,out/blobs/base_torus_one_hole_e_0.2/runs/trials/trial_000009/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,topology,0.2,trial_000010,0.48145865434001023,0.09710658901573552,0.9525423728813559,0.801829268292683,0.10958904109589042,0.1,0.12121212121212122,base_torus_one_hole_e_0.2,out/blobs/base_torus_one_hole_e_0.2/runs/trials/trial_000010/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,baseline,0.2,trial_000001,0.8462249614791987,0.39846366974669883,0.5322033898305085,0.8109756097560976,0.41509433962264153,0.3013698630136986,0.6666666666666666,baseline/base_torus_one_hole_e_0.2,out/blobs/baseline/base_torus_one_hole_e_0.2/runs/trials/trial_000001/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,baseline,0.2,trial_000002,0.8039034411915769,0.46001494588827835,0.8983050847457628,0.9054878048780488,0.20512820512820512,0.6666666666666666,0.12121212121212122,baseline/base_torus_one_hole_e_0.2,out/blobs/baseline/base_torus_one_hole_e_0.2/runs/trials/trial_000002/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,baseline,0.2,trial_000003,0.6214689265536724,0.3430921105178965,0.9254237288135593,0.8353658536585366,0.325,0.2765957446808511,0.3939393939393939,baseline/base_torus_one_hole_e_0.2,out/blobs/baseline/base_torus_one_hole_e_0.2/runs/trials/trial_000003/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,baseline,0.2,trial_000004,0.8691319979455573,0.39091792450035107,0.423728813559322,0.7865853658536586,0.39655172413793105,0.27710843373493976,0.696969696969697,baseline/base_torus_one_hole_e_0.2,out/blobs/baseline/base_torus_one_hole_e_0.2/runs/trials/trial_000004/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,baseline,0.2,trial_000005,0.8639958911145351,0.38217874130703866,0.423728813559322,0.850609756097561,0.4615384615384615,0.3620689655172414,0.6363636363636364,baseline/base_torus_one_hole_e_0.2,out/blobs/baseline/base_torus_one_hole_e_0.2/runs/trials/trial_000005/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,baseline,0.2,trial_000006,0.8462249614791987,0.39846366974669883,0.5322033898305085,0.9054878048780488,0.5373134328358209,0.5294117647058824,0.5454545454545454,baseline/base_torus_one_hole_e_0.2,out/blobs/baseline/base_torus_one_hole_e_0.2/runs/trials/trial_000006/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,baseline,0.2,trial_000007,0.8356445814072933,0.4027748271825688,0.5864406779661017,0.8384146341463414,0.44210526315789467,0.3387096774193548,0.6363636363636364,baseline/base_torus_one_hole_e_0.2,out/blobs/baseline/base_torus_one_hole_e_0.2/runs/trials/trial_000007/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,baseline,0.2,trial_000008,0.7882896764252696,0.4461477312472721,0.9423728813559322,0.823170731707317,0.42000000000000004,0.31343283582089554,0.6363636363636364,baseline/base_torus_one_hole_e_0.2,out/blobs/baseline/base_torus_one_hole_e_0.2/runs/trials/trial_000008/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,baseline,0.2,trial_000009,0.8261941448382126,0.4363550421786131,0.6779661016949152,0.8353658536585366,0.4489795918367347,0.3384615384615385,0.6666666666666666,baseline/base_torus_one_hole_e_0.2,out/blobs/baseline/base_torus_one_hole_e_0.2/runs/trials/trial_000009/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,baseline,0.2,trial_000010,0.8640986132511557,0.38209184091478576,0.423728813559322,0.8292682926829268,0.44000000000000006,0.3283582089552239,0.6666666666666666,baseline/base_torus_one_hole_e_0.2,out/blobs/baseline/base_torus_one_hole_e_0.2/runs/trials/trial_000010/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,topology,0.3,trial_000001,0.48915254237288136,0.15976981091116832,0.9457627118644067,0.723943661971831,0.125,0.1346153846153846,0.11666666666666667,base_torus_one_hole_e_0.3_copy,out/blobs/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000001/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,topology,0.3,trial_000002,0.6145197740112993,0.23607902759349556,0.8983050847457628,0.828169014084507,0.031746031746031744,0.3333333333333333,0.016666666666666666,base_torus_one_hole_e_0.3_copy,out/blobs/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000002/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,topology,0.3,trial_000003,0.4925988700564972,0.15757799737391665,0.9423728813559322,0.7492957746478873,0.02197802197802198,0.03225806451612903,0.016666666666666666,base_torus_one_hole_e_0.3_copy,out/blobs/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000003/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,topology,0.3,trial_000004,0.6150847457627119,0.23469167663866808,0.9288135593220339,0.7070422535211267,0.2777777777777778,0.23809523809523808,0.3333333333333333,base_torus_one_hole_e_0.3_copy,out/blobs/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000004/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,topology,0.3,trial_000005,0.5661581920903955,0.2250464316072144,0.8983050847457628,0.7690140845070422,0.163265306122449,0.21052631578947367,0.13333333333333333,base_torus_one_hole_e_0.3_copy,out/blobs/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000005/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,topology,0.3,trial_000006,0.5286440677966101,0.175245935274195,0.9728813559322034,0.7718309859154929,0.0,0.0,0.0,base_torus_one_hole_e_0.3_copy,out/blobs/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000006/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,topology,0.3,trial_000007,0.6,0.2214574801675408,0.8847457627118644,0.7577464788732394,0.23214285714285715,0.25,0.21666666666666667,base_torus_one_hole_e_0.3_copy,out/blobs/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000007/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,topology,0.3,trial_000008,0.5810169491525424,0.22628582652314433,0.9389830508474576,0.7380281690140845,0.24390243902439024,0.23809523809523808,0.25,base_torus_one_hole_e_0.3_copy,out/blobs/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000008/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,topology,0.3,trial_000009,0.5799435028248587,0.22509144278289012,0.911864406779661,0.7633802816901408,0.25,0.2692307692307692,0.23333333333333334,base_torus_one_hole_e_0.3_copy,out/blobs/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000009/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,topology,0.3,trial_000010,0.536723163841808,0.19194313545611508,0.9457627118644067,0.7577464788732394,0.18867924528301885,0.21739130434782608,0.16666666666666666,base_torus_one_hole_e_0.3_copy,out/blobs/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000010/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,baseline,0.3,trial_000001,0.7910734463276835,0.4418095174907141,0.8440677966101695,0.7887323943661971,0.4897959183673469,0.41379310344827586,0.6,baseline/base_torus_one_hole_e_0.3_copy,out/blobs/baseline/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000001/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,baseline,0.3,trial_000002,0.765367231638418,0.46003486637632407,0.911864406779661,0.8366197183098592,0.1212121212121212,0.6666666666666666,0.06666666666666667,baseline/base_torus_one_hole_e_0.3_copy,out/blobs/baseline/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000002/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,baseline,0.3,trial_000003,0.6449717514124294,0.38566100537998804,0.8406779661016949,0.7943661971830986,0.3652173913043478,0.38181818181818183,0.35,baseline/base_torus_one_hole_e_0.3_copy,out/blobs/baseline/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000003/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,baseline,0.3,trial_000004,0.8163276836158192,0.44666704821692305,0.6677966101694915,0.7830985915492957,0.5276073619631901,0.4174757281553398,0.7166666666666667,baseline/base_torus_one_hole_e_0.3_copy,out/blobs/baseline/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000004/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,baseline,0.3,trial_000005,0.8108474576271186,0.44093413730491915,0.6915254237288135,0.8140845070422535,0.484375,0.45588235294117646,0.5166666666666667,baseline/base_torus_one_hole_e_0.3_copy,out/blobs/baseline/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000005/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,baseline,0.3,trial_000006,0.7910734463276835,0.4418095174907141,0.8440677966101695,0.8507042253521127,0.46464646464646464,0.5897435897435898,0.38333333333333336,baseline/base_torus_one_hole_e_0.3_copy,out/blobs/baseline/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000006/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,baseline,0.3,trial_000007,0.7823163841807909,0.42993200965637907,0.8983050847457628,0.8028169014084507,0.4696969696969697,0.4305555555555556,0.5166666666666667,baseline/base_torus_one_hole_e_0.3_copy,out/blobs/baseline/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000007/metrics/metrics.json
Blobs,blobs,MLP,Synthetic,baseline,0.3,trial_000008,0.7568361581920904,0.45618620023706963,0.9423728813559322,0.7915492957746478,0.463768115942029,0.41025641025641024,0.5333333333333333,baseline/base_torus_one_hole_e_0.3_copy,out/blobs/baseline/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000008/metrics/metrics.json
