betti,condition,count,layer,max_persistence,mean_persistence,sample_id,total_persistence
H0,adv_l2_eps=0.4,199.0,fc3,1.2042839527130127,0.3701946490617403,6,73.66873516328633
H1,adv_l2_eps=0.4,51.0,fc3,0.8065193891525269,0.12526453330236323,6,6.388491198420525
H0,adv_l2_eps=0.4,0.0,pooled,0.0,0.0,6,0.0
H1,adv_l2_eps=0.4,0.0,pooled,0.0,0.0,6,0.0
H0,adv_linf_eps=0.2,199.0,input,0.8110516667366028,0.40949492242617824,7,81.48948956280947
H1,adv_linf_eps=0.2,77.0,input,1.0963536500930786,0.16619578855378286,7,12.797075718641281
H0,adv_linf_eps=0.2,199.0,fc1,1.3317623138427734,0.6268611954684233,7,124.74537789821625
H1,adv_linf_eps=0.2,79.0,fc1,1.0368908643722534,0.21196319370330136,7,16.745092302560806
H0,adv_linf_eps=0.2,199.0,fc2,1.6966592073440552,0.8296854403899543,7,165.1074026376009
H1,adv_linf_eps=0.2,74.0,fc2,1.336971402168274,0.30301329654616277,7,22.422983944416046
H0,adv_linf_eps=0.2,199.0,fc3,3.0105602741241455,1.275604067136295,7,253.84520936012268
H1,adv_linf_eps=0.2,69.0,fc3,2.4091098308563232,0.4601920385291611,7,31.753250658512115
H0,adv_linf_eps=0.2,0.0,pooled,0.0,0.0,7,0.0
H1,adv_linf_eps=0.2,0.0,pooled,0.0,0.0,7,0.0
H0,adv_linf_eps=0.4,199.0,input,0.8110516667366028,0.40949492242617824,7,81.48948956280947
H1,adv_linf_eps=0.4,77.0,input,1.0963536500930786,0.16619578855378286,7,12.797075718641281
H0,adv_linf_eps=0.4,199.0,fc1,1.3317623138427734,0.6268611954684233,7,124.74537789821625
H1,adv_linf_eps=0.4,79.0,fc1,1.0368908643722534,0.21196319370330136,7,16.745092302560806
H0,adv_linf_eps=0.4,199.0,fc2,1.6966592073440552,0.8296854403899543,7,165.1074026376009
H1,adv_linf_eps=0.4,74.0,fc2,1.336971402168274,0.30301329654616277,7,22.422983944416046
