threshold,tp,fp,tn,fn,tpr,fpr,precision,recall,f1
0.10541337007922395,113,297,0,0,1.0,1.0,0.275609756097561,1.0,0.4321223709369025
0.10921373696686135,113,296,1,0,1.0,0.9966329966329966,0.2762836185819071,1.0,0.4329501915708812
0.12477966120091484,113,295,2,0,1.0,0.9932659932659933,0.2769607843137255,1.0,0.43378119001919385
0.15264462724910774,113,294,3,0,1.0,0.98989898989899,0.27764127764127766,1.0,0.4346153846153846
0.17320120740322123,113,293,4,0,1.0,0.9865319865319865,0.27832512315270935,1.0,0.43545279383429675
0.21042002121121722,113,292,5,0,1.0,0.9831649831649831,0.27901234567901234,1.0,0.4362934362934363
0.24052832932353285,113,291,6,0,1.0,0.9797979797979798,0.27970297029702973,1.0,0.437137330754352
0.25384378670815533,113,290,7,0,1.0,0.9764309764309764,0.2803970223325062,1.0,0.437984496124031
0.25611872383052564,113,289,8,0,1.0,0.9730639730639731,0.2810945273631841,1.0,0.4388349514563107
0.26416653449136623,113,288,9,0,1.0,0.9696969696969697,0.2817955112219451,1.0,0.4396887159533074
0.26475992378810165,113,287,10,0,1.0,0.9663299663299664,0.2825,1.0,0.4405458089668616
0.2705403701662163,112,287,10,1,0.9911504424778761,0.9663299663299664,0.2807017543859649,0.9911504424778761,0.4375
0.2791900512773775,112,286,11,1,0.9911504424778761,0.9629629629629629,0.2814070351758794,0.9911504424778761,0.4383561643835616
0.30237002528580287,112,285,12,1,0.9911504424778761,0.9595959595959596,0.28211586901763225,0.9911504424778761,0.4392156862745098
0.31565011430711254,112,284,13,1,0.9911504424778761,0.9562289562289562,0.2828282828282828,0.9911504424778761,0.4400785854616896
0.3185166463340264,112,283,14,1,0.9911504424778761,0.9528619528619529,0.28354430379746837,0.9911504424778761,0.4409448818897638
0.3225888371169506,112,282,15,1,0.9911504424778761,0.9494949494949495,0.28426395939086296,0.9911504424778761,0.4418145956607495
0.33191550035925044,112,281,16,1,0.9911504424778761,0.9461279461279462,0.28498727735368956,0.9911504424778761,0.4426877470355731
0.33453056738120657,112,280,17,1,0.9911504424778761,0.9427609427609428,0.2857142857142857,0.9911504424778761,0.44356435643564357
0.3362276036528634,112,279,18,1,0.9911504424778761,0.9393939393939394,0.2864450127877238,0.9911504424778761,0.4444444444444444
0.36157752193408255,112,278,19,1,0.9911504424778761,0.936026936026936,0.28717948717948716,0.9911504424778761,0.44532803180914515
0.3643930505454566,112,277,20,1,0.9911504424778761,0.9326599326599326,0.2879177377892031,0.9911504424778761,0.44621513944223107
0.3844195753277351,111,277,20,2,0.9823008849557522,0.9326599326599326,0.2860824742268041,0.9823008849557522,0.4431137724550898
0.3878348181408686,111,276,21,2,0.9823008849557522,0.9292929292929293,0.2868217054263566,0.9823008849557522,0.444
0.39704745572351513,111,275,22,2,0.9823008849557522,0.9259259259259259,0.28756476683937826,0.9823008849557522,0.44488977955911824
0.400429600998391,111,274,23,2,0.9823008849557522,0.9225589225589226,0.2883116883116883,0.9823008849557522,0.4457831325301205
0.40221966420224176,111,273,24,2,0.9823008849557522,0.9191919191919192,0.2890625,0.9823008849557522,0.44668008048289737
0.4024519451662563,111,272,25,2,0.9823008849557522,0.9158249158249159,0.2898172323759791,0.9823008849557522,0.4475806451612903
0.41083156445663216,110,272,25,3,0.9734513274336283,0.9158249158249159,0.2879581151832461,0.9734513274336283,0.4444444444444444
0.42237620746793686,110,271,26,3,0.9734513274336283,0.9124579124579124,0.2887139107611549,0.9734513274336283,0.44534412955465585
0.44581939604660137,110,270,27,3,0.9734513274336283,0.9090909090909091,0.2894736842105263,0.9734513274336283,0.4462474645030426
0.45002337161854,109,270,27,4,0.9646017699115044,0.9090909090909091,0.287598944591029,0.9646017699115044,0.44308943089430897
0.45174524476923106,108,270,27,5,0.9557522123893806,0.9090909090909091,0.2857142857142857,0.9557522123893806,0.439918533604888
0.4659521797815468,108,269,28,5,0.9557522123893806,0.9057239057239057,0.2864721485411141,0.9557522123893806,0.44081632653061226
0.46618992632041856,108,268,29,5,0.9557522123893806,0.9023569023569024,0.2872340425531915,0.9557522123893806,0.44171779141104295
0.46694577100769447,108,267,30,5,0.9557522123893806,0.898989898989899,0.288,0.9557522123893806,0.4426229508196721
0.4718649411089599,108,266,31,5,0.9557522123893806,0.8956228956228957,0.2887700534759358,0.9557522123893806,0.44353182751540043
0.47364882794586854,108,265,32,5,0.9557522123893806,0.8922558922558923,0.289544235924933,0.9557522123893806,0.4444444444444444
0.47987501871270094,108,264,33,5,0.9557522123893806,0.8888888888888888,0.2903225806451613,0.9557522123893806,0.44536082474226807
0.4873675208974951,108,263,34,5,0.9557522123893806,0.8855218855218855,0.29110512129380056,0.9557522123893806,0.4462809917355372
0.48775811456117124,108,262,35,5,0.9557522123893806,0.8821548821548821,0.2918918918918919,0.9557522123893806,0.4472049689440994
0.4899753692388975,108,261,36,5,0.9557522123893806,0.8787878787878788,0.2926829268292683,0.9557522123893806,0.44813278008298757
0.49760968885597173,107,261,36,6,0.9469026548672567,0.8787878787878788,0.2907608695652174,0.9469026548672567,0.44490644490644493
0.5004455977319443,107,260,37,6,0.9469026548672567,0.8754208754208754,0.29155313351498635,0.9469026548672567,0.44583333333333336
0.512879579954888,107,259,38,6,0.9469026548672567,0.8720538720538721,0.2923497267759563,0.9469026548672567,0.44676409185803756
0.5164930117028648,107,258,39,6,0.9469026548672567,0.8686868686868687,0.29315068493150687,0.9469026548672567,0.4476987447698745
0.5285311226504724,107,257,40,6,0.9469026548672567,0.8653198653198653,0.29395604395604397,0.9469026548672567,0.44863731656184486
