feature,eps_star_l2,eps_star_linf,clean_margin,mean_permutation_topology_distance,permutation_accuracy
eps_star_l2,1.0,-0.14617207813087954,-0.2755170292714859,-0.3125137867565986,
eps_star_linf,-0.14617207813087954,1.0,0.7450091539176021,0.7404137989828763,
clean_margin,-0.2755170292714859,0.7450091539176021,1.0,0.5375761837787154,
mean_permutation_topology_distance,-0.3125137867565986,0.7404137989828763,0.5375761837787154,1.0,
permutation_accuracy,,,,,
