out_root,dataset,group,regime,epsilon,seed,ood_method,trial_id,adv_roc_auc,adv_pr_auc,adv_fpr95,ood_roc_auc,ood_pr_auc,ood_fpr95,adv_total,adv_success,ood_total,ood_success,run_dir
out_1,mnist,base_e_0.3,combined,0.3,30,,trial_000009,0.847381,0.825755,0.560000,,,,10000,9572,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/mnist/base_e_0.3/runs/trials/trial_000009
out_1,mnist,base_e_0.3,combined,0.3,30,,trial_000010,0.846931,0.830789,0.527500,,,,10000,9572,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/mnist/base_e_0.3/runs/trials/trial_000010
out_1,mnist,base_e_0.3,combined,0.3,30,,trial_000011,0.900275,0.906329,0.502500,,,,10000,9572,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/mnist/base_e_0.3/runs/trials/trial_000011
out_1,mnist,base_e_0.3,combined,0.3,30,,trial_000012,0.886800,0.855680,0.430000,,,,10000,9572,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/mnist/base_e_0.3/runs/trials/trial_000012
out_1,mnist,base_e_0.3,combined,0.3,30,,trial_000013,0.901906,0.874700,0.420000,,,,10000,9572,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/mnist/base_e_0.3/runs/trials/trial_000013
out_1,mnist,base_e_0.3,combined,0.3,30,,trial_000014,0.852762,0.851483,0.667500,,,,10000,9572,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/mnist/base_e_0.3/runs/trials/trial_000014
out_1,mnist,base_e_0.3,combined,0.3,30,,trial_000015,0.892725,0.888114,0.387500,,,,10000,9572,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/mnist/base_e_0.3/runs/trials/trial_000015
out_1,mnist,baseline/base_e_0.1,baseline,0.1,30,,trial_000001,0.952406,0.944279,0.195000,,,,10000,4353,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/mnist/baseline/base_e_0.1/runs/trials/trial_000001
out_1,mnist,baseline/base_e_0.1,baseline,0.1,30,,trial_000002,0.954294,0.945864,0.187500,,,,10000,4353,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/mnist/baseline/base_e_0.1/runs/trials/trial_000002
out_1,mnist,baseline/base_e_0.1,baseline,0.1,30,,trial_000003,0.941113,0.940832,0.285000,,,,10000,4353,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/mnist/baseline/base_e_0.1/runs/trials/trial_000003
out_1,mnist,baseline/base_e_0.1,baseline,0.1,30,,trial_000004,0.949819,0.941405,0.225000,,,,10000,4353,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/mnist/baseline/base_e_0.1/runs/trials/trial_000004
out_1,nested_spheres,OOD/ood_baseline_noise,baseline,0.2,30,gaussian_noise,trial_000001,0.662788,0.332447,0.851852,0.714467,0.793833,0.898990,300,79,300,154,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_noise/runs/trials/trial_000001
out_1,nested_spheres,OOD/ood_baseline_noise,baseline,0.2,30,gaussian_noise,trial_000002,0.682521,0.373410,0.821549,0.700090,0.785364,0.892256,300,79,300,133,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_noise/runs/trials/trial_000002
out_1,nested_spheres,OOD/ood_baseline_noise,baseline,0.2,30,gaussian_noise,trial_000003,0.693858,0.414082,0.959596,0.720325,0.791299,0.892256,300,79,300,142,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_noise/runs/trials/trial_000003
out_1,nested_spheres,OOD/ood_baseline_noise,baseline,0.2,30,gaussian_noise,trial_000004,0.648638,0.308455,0.865320,0.721930,0.798568,0.905724,300,79,300,175,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_noise/runs/trials/trial_000004
out_1,nested_spheres,OOD/ood_baseline_noise,baseline,0.2,30,gaussian_noise,trial_000005,0.649491,0.315510,0.845118,0.719203,0.796898,0.905724,300,79,300,147,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_noise/runs/trials/trial_000005
out_1,nested_spheres,OOD/ood_baseline_noise,baseline,0.2,30,gaussian_noise,trial_000006,0.662916,0.332519,0.851852,0.714467,0.793833,0.898990,300,79,300,139,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_noise/runs/trials/trial_000006
out_1,nested_spheres,OOD/ood_baseline_noise,baseline,0.2,30,gaussian_noise,trial_000007,0.666795,0.338320,0.828283,0.710438,0.791739,0.872054,300,79,300,147,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_noise/runs/trials/trial_000007
out_1,nested_spheres,OOD/ood_baseline_noise,baseline,0.2,30,gaussian_noise,trial_000008,0.686869,0.390537,0.892256,0.697576,0.784343,0.946128,300,79,300,154,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_noise/runs/trials/trial_000008
out_1,nested_spheres,OOD/ood_baseline_noise,baseline,0.2,30,gaussian_noise,trial_000009,0.684013,0.362089,0.791246,0.704400,0.787621,0.912458,300,79,300,151,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_noise/runs/trials/trial_000009
out_1,nested_spheres,OOD/ood_baseline_noise,baseline,0.2,30,gaussian_noise,trial_000010,0.647189,0.310574,0.841751,0.720180,0.797129,0.912458,300,79,300,155,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_noise/runs/trials/trial_000010
out_1,nested_spheres,OOD/ood_baseline_noise,baseline,0.2,30,gaussian_noise,trial_000011,0.649235,0.315082,0.848485,0.719798,0.797180,0.905724,300,79,300,156,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_noise/runs/trials/trial_000011
out_1,nested_spheres,OOD/ood_baseline_noise,baseline,0.2,30,gaussian_noise,trial_000012,0.661637,0.329460,0.835017,0.715544,0.794603,0.888889,300,79,300,149,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_noise/runs/trials/trial_000012
out_1,nested_spheres,OOD/ood_baseline_noise,baseline,0.2,30,gaussian_noise,trial_000013,0.705749,0.408049,0.915825,0.709226,0.790212,0.922559,300,79,300,131,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_noise/runs/trials/trial_000013
out_1,nested_spheres,OOD/ood_baseline_noise,baseline,0.2,30,gaussian_noise,trial_000014,0.650173,0.307650,0.858586,0.723199,0.799100,0.909091,300,79,300,161,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_noise/runs/trials/trial_000014
out_1,nested_spheres,OOD/ood_baseline_noise,baseline,0.2,30,gaussian_noise,trial_000015,0.650428,0.306790,0.858586,0.724231,0.799786,0.905724,300,79,300,139,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_noise/runs/trials/trial_000015
out_1,nested_spheres,OOD/ood_baseline_shift,baseline,0.2,30,uniform_wide,trial_000001,0.662788,0.332447,0.851852,0.953165,0.970243,0.508418,300,79,300,276,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_shift/runs/trials/trial_000001
out_1,nested_spheres,OOD/ood_baseline_shift,baseline,0.2,30,uniform_wide,trial_000002,0.682521,0.373410,0.821549,0.951818,0.970023,0.424242,300,79,300,272,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_shift/runs/trials/trial_000002
out_1,nested_spheres,OOD/ood_baseline_shift,baseline,0.2,30,uniform_wide,trial_000003,0.693858,0.414082,0.959596,0.947363,0.967509,0.572391,300,79,300,274,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_shift/runs/trials/trial_000003
out_1,nested_spheres,OOD/ood_baseline_shift,baseline,0.2,30,uniform_wide,trial_000004,0.648638,0.308455,0.865320,0.953165,0.970282,0.508418,300,79,300,278,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_shift/runs/trials/trial_000004
out_1,nested_spheres,OOD/ood_baseline_shift,baseline,0.2,30,uniform_wide,trial_000005,0.649491,0.315510,0.845118,0.953872,0.970507,0.474747,300,79,300,274,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_shift/runs/trials/trial_000005
out_1,nested_spheres,OOD/ood_baseline_shift,baseline,0.2,30,uniform_wide,trial_000006,0.662916,0.332519,0.851852,0.953165,0.970243,0.508418,300,79,300,272,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_shift/runs/trials/trial_000006
out_1,nested_spheres,OOD/ood_baseline_shift,baseline,0.2,30,uniform_wide,trial_000007,0.666795,0.338320,0.828283,0.952783,0.970071,0.481481,300,79,300,275,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_shift/runs/trials/trial_000007
out_1,nested_spheres,OOD/ood_baseline_shift,baseline,0.2,30,uniform_wide,trial_000008,0.686869,0.390537,0.892256,0.950168,0.969522,0.414141,300,79,300,275,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_shift/runs/trials/trial_000008
out_1,nested_spheres,OOD/ood_baseline_shift,baseline,0.2,30,uniform_wide,trial_000009,0.684013,0.362089,0.791246,0.951740,0.969695,0.484848,300,79,300,275,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_shift/runs/trials/trial_000009
out_1,nested_spheres,OOD/ood_baseline_shift,baseline,0.2,30,uniform_wide,trial_000010,0.647189,0.310574,0.841751,0.953861,0.970518,0.508418,300,79,300,274,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_shift/runs/trials/trial_000010
out_1,nested_spheres,OOD/ood_baseline_shift,baseline,0.2,30,uniform_wide,trial_000011,0.649235,0.315082,0.848485,0.954007,0.970541,0.478114,300,79,300,274,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_shift/runs/trials/trial_000011
out_1,nested_spheres,OOD/ood_baseline_shift,baseline,0.2,30,uniform_wide,trial_000012,0.661637,0.329460,0.835017,0.953513,0.970381,0.508418,300,79,300,274,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_shift/runs/trials/trial_000012
out_1,nested_spheres,OOD/ood_baseline_shift,baseline,0.2,30,uniform_wide,trial_000013,0.686528,0.401888,0.959596,0.948597,0.968345,0.468013,300,79,300,276,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_shift/runs/trials/trial_000013
out_1,nested_spheres,OOD/ood_baseline_shift,baseline,0.2,30,uniform_wide,trial_000014,0.650258,0.306489,0.858586,0.953255,0.970352,0.515152,300,79,300,272,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_shift/runs/trials/trial_000014
out_1,nested_spheres,OOD/ood_baseline_shift,baseline,0.2,30,uniform_wide,trial_000015,0.650173,0.306055,0.858586,0.953210,0.970355,0.518519,300,79,300,274,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_shift/runs/trials/trial_000015
out_1,nested_spheres,OOD/ood_baseline_shuffle,baseline,0.2,30,feature_shuffle,trial_000001,0.662788,0.332447,0.851852,0.615971,0.654513,0.922559,300,79,300,91,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_shuffle/runs/trials/trial_000001
out_1,nested_spheres,OOD/ood_baseline_shuffle,baseline,0.2,30,feature_shuffle,trial_000002,0.682521,0.373410,0.821549,0.589978,0.648075,0.956229,300,79,300,40,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_shuffle/runs/trials/trial_000002
out_1,nested_spheres,OOD/ood_baseline_shuffle,baseline,0.2,30,feature_shuffle,trial_000003,0.693858,0.414082,0.959596,0.577486,0.624924,0.979798,300,79,300,61,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_shuffle/runs/trials/trial_000003
out_1,nested_spheres,OOD/ood_baseline_shuffle,baseline,0.2,30,feature_shuffle,trial_000004,0.648638,0.308455,0.865320,0.616319,0.651037,0.925926,300,79,300,109,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_shuffle/runs/trials/trial_000004
out_1,nested_spheres,OOD/ood_baseline_shuffle,baseline,0.2,30,feature_shuffle,trial_000005,0.649491,0.315510,0.845118,0.614893,0.651601,0.912458,300,79,300,65,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_shuffle/runs/trials/trial_000005
out_1,nested_spheres,OOD/ood_baseline_shuffle,baseline,0.2,30,feature_shuffle,trial_000006,0.662916,0.332519,0.851852,0.616038,0.654584,0.922559,300,79,300,42,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_shuffle/runs/trials/trial_000006
out_1,nested_spheres,OOD/ood_baseline_shuffle,baseline,0.2,30,feature_shuffle,trial_000007,0.666795,0.338320,0.828283,0.609192,0.653824,0.902357,300,79,300,76,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_shuffle/runs/trials/trial_000007
out_1,nested_spheres,OOD/ood_baseline_shuffle,baseline,0.2,30,feature_shuffle,trial_000008,0.686869,0.390537,0.892256,0.579349,0.643318,0.946128,300,79,300,95,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_shuffle/runs/trials/trial_000008
out_1,nested_spheres,OOD/ood_baseline_shuffle,baseline,0.2,30,feature_shuffle,trial_000009,0.684013,0.362089,0.791246,0.603558,0.653554,0.939394,300,79,300,85,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_shuffle/runs/trials/trial_000009
out_1,nested_spheres,OOD/ood_baseline_shuffle,baseline,0.2,30,feature_shuffle,trial_000010,0.647189,0.310574,0.841751,0.616285,0.651427,0.915825,300,79,300,83,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_shuffle/runs/trials/trial_000010
out_1,nested_spheres,OOD/ood_baseline_shuffle,baseline,0.2,30,feature_shuffle,trial_000011,0.649235,0.315082,0.848485,0.615903,0.651780,0.909091,300,79,300,83,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_shuffle/runs/trials/trial_000011
out_1,nested_spheres,OOD/ood_baseline_shuffle,baseline,0.2,30,feature_shuffle,trial_000012,0.661637,0.329460,0.835017,0.617250,0.654483,0.912458,300,79,300,78,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_shuffle/runs/trials/trial_000012
out_1,nested_spheres,OOD/ood_baseline_shuffle,baseline,0.2,30,feature_shuffle,trial_000013,0.649235,0.315082,0.848485,0.615915,0.651799,0.909091,300,79,300,60,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_shuffle/runs/trials/trial_000013
out_1,nested_spheres,OOD/ood_baseline_shuffle,baseline,0.2,30,feature_shuffle,trial_000014,0.650173,0.307650,0.858586,0.615657,0.649407,0.925926,300,79,300,90,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_shuffle/runs/trials/trial_000014
out_1,nested_spheres,OOD/ood_baseline_shuffle,baseline,0.2,30,feature_shuffle,trial_000015,0.650173,0.307650,0.858586,0.615657,0.649407,0.925926,300,79,300,64,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/OOD/ood_baseline_shuffle/runs/trials/trial_000015
out_1,nested_spheres,base_torus_one_hole_e_0.1,combined,0.3,30,,trial_000001,0.557463,0.289487,0.929293,,,,300,113,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/base_torus_one_hole_e_0.1/runs/trials/trial_000001
out_1,nested_spheres,base_torus_one_hole_e_0.1,combined,0.3,30,,trial_000002,0.458896,0.253362,0.936027,,,,300,113,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/base_torus_one_hole_e_0.1/runs/trials/trial_000002
out_1,nested_spheres,base_torus_one_hole_e_0.1,combined,0.3,30,,trial_000003,0.453622,0.251971,0.952862,,,,300,113,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/base_torus_one_hole_e_0.1/runs/trials/trial_000003
out_1,nested_spheres,base_torus_one_hole_e_0.1,combined,0.3,30,,trial_000004,0.455529,0.257040,0.942761,,,,300,113,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/base_torus_one_hole_e_0.1/runs/trials/trial_000004
out_1,nested_spheres,base_torus_one_hole_e_0.1,combined,0.3,30,,trial_000005,0.413545,0.244655,0.989899,,,,300,113,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/base_torus_one_hole_e_0.1/runs/trials/trial_000005
out_1,nested_spheres,base_torus_one_hole_e_0.1,combined,0.3,30,,trial_000006,0.477012,0.256211,0.942761,,,,300,113,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/base_torus_one_hole_e_0.1/runs/trials/trial_000006
out_1,nested_spheres,base_torus_one_hole_e_0.1,combined,0.3,30,,trial_000007,0.462144,0.252900,0.962963,,,,300,113,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/base_torus_one_hole_e_0.1/runs/trials/trial_000007
out_1,nested_spheres,base_torus_one_hole_e_0.1,combined,0.3,30,,trial_000008,0.436131,0.243739,0.952862,,,,300,113,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/base_torus_one_hole_e_0.1/runs/trials/trial_000008
out_1,nested_spheres,base_torus_one_hole_e_0.1,combined,0.3,30,,trial_000009,0.410417,0.245993,0.986532,,,,300,113,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/base_torus_one_hole_e_0.1/runs/trials/trial_000009
out_1,nested_spheres,base_torus_one_hole_e_0.1,combined,0.3,30,,trial_000010,0.455529,0.256991,0.976431,,,,300,113,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/base_torus_one_hole_e_0.1/runs/trials/trial_000010
out_1,nested_spheres,base_torus_one_hole_e_0.1,combined,0.3,30,,trial_000011,0.560621,0.308085,0.919192,,,,300,113,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/base_torus_one_hole_e_0.1/runs/trials/trial_000011
out_1,nested_spheres,base_torus_one_hole_e_0.1,combined,0.3,30,,trial_000012,0.496022,0.262563,0.966330,,,,300,113,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/base_torus_one_hole_e_0.1/runs/trials/trial_000012
out_1,nested_spheres,base_torus_one_hole_e_0.1,combined,0.3,30,,trial_000013,0.521498,0.272835,0.882155,,,,300,113,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/base_torus_one_hole_e_0.1/runs/trials/trial_000013
out_1,nested_spheres,base_torus_one_hole_e_0.1,combined,0.3,30,,trial_000014,0.512321,0.287344,0.946128,,,,300,113,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/base_torus_one_hole_e_0.1/runs/trials/trial_000014
out_1,nested_spheres,base_torus_one_hole_e_0.1,combined,0.3,30,,trial_000015,0.493013,0.277257,0.966330,,,,300,113,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/base_torus_one_hole_e_0.1/runs/trials/trial_000015
out_1,nested_spheres,base_torus_one_hole_e_0.2,combined,0.2,30,,trial_000001,0.502152,0.204945,0.936027,,,,300,79,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/base_torus_one_hole_e_0.2/runs/trials/trial_000001
out_1,nested_spheres,base_torus_one_hole_e_0.2,combined,0.2,30,,trial_000002,0.487875,0.202922,0.925926,,,,300,79,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/base_torus_one_hole_e_0.2/runs/trials/trial_000002
out_1,nested_spheres,base_torus_one_hole_e_0.2,combined,0.2,30,,trial_000003,0.492605,0.206592,0.956229,,,,300,79,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/base_torus_one_hole_e_0.2/runs/trials/trial_000003
out_1,nested_spheres,base_torus_one_hole_e_0.2,combined,0.2,30,,trial_000004,0.478029,0.203863,0.932660,,,,300,79,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/base_torus_one_hole_e_0.2/runs/trials/trial_000004
out_1,nested_spheres,base_torus_one_hole_e_0.2,combined,0.2,30,,trial_000005,0.483996,0.198549,0.973064,,,,300,79,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/base_torus_one_hole_e_0.2/runs/trials/trial_000005
out_1,nested_spheres,base_torus_one_hole_e_0.2,combined,0.2,30,,trial_000006,0.522525,0.228000,0.922559,,,,300,79,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/base_torus_one_hole_e_0.2/runs/trials/trial_000006
out_1,nested_spheres,base_torus_one_hole_e_0.2,combined,0.2,30,,trial_000007,0.496953,0.207324,0.929293,,,,300,79,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/base_torus_one_hole_e_0.2/runs/trials/trial_000007
out_1,nested_spheres,base_torus_one_hole_e_0.2,combined,0.2,30,,trial_000008,0.524485,0.213764,0.939394,,,,300,79,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/base_torus_one_hole_e_0.2/runs/trials/trial_000008
out_1,nested_spheres,base_torus_one_hole_e_0.2,combined,0.2,30,,trial_000009,0.470187,0.195787,0.979798,,,,300,79,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/base_torus_one_hole_e_0.2/runs/trials/trial_000009
out_1,nested_spheres,base_torus_one_hole_e_0.2,combined,0.2,30,,trial_000010,0.498444,0.214276,0.939394,,,,300,79,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/base_torus_one_hole_e_0.2/runs/trials/trial_000010
out_1,nested_spheres,base_torus_one_hole_e_0.2,combined,0.2,30,,trial_000011,0.470571,0.206247,0.966330,,,,300,79,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/base_torus_one_hole_e_0.2/runs/trials/trial_000011
out_1,nested_spheres,base_torus_one_hole_e_0.2,combined,0.2,30,,trial_000012,0.481141,0.236173,0.942761,,,,300,79,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/base_torus_one_hole_e_0.2/runs/trials/trial_000012
out_1,nested_spheres,base_torus_one_hole_e_0.2,combined,0.2,30,,trial_000013,0.531006,0.224260,0.962963,,,,300,79,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/base_torus_one_hole_e_0.2/runs/trials/trial_000013
out_1,nested_spheres,base_torus_one_hole_e_0.2,combined,0.2,30,,trial_000014,0.519584,0.211647,0.932660,,,,300,79,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/base_torus_one_hole_e_0.2/runs/trials/trial_000014
out_1,nested_spheres,base_torus_one_hole_e_0.2,combined,0.2,30,,trial_000015,0.508972,0.212947,0.952862,,,,300,79,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/base_torus_one_hole_e_0.2/runs/trials/trial_000015
out_1,nested_spheres,base_torus_one_hole_e_0.3_copy,combined,0.3,30,,trial_000001,0.557463,0.289487,0.929293,,,,300,113,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000001
out_1,nested_spheres,base_torus_one_hole_e_0.3_copy,combined,0.3,30,,trial_000002,0.458896,0.253362,0.936027,,,,300,113,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000002
out_1,nested_spheres,base_torus_one_hole_e_0.3_copy,combined,0.3,30,,trial_000003,0.453622,0.251971,0.952862,,,,300,113,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000003
out_1,nested_spheres,base_torus_one_hole_e_0.3_copy,combined,0.3,30,,trial_000004,0.455529,0.257040,0.942761,,,,300,113,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000004
out_1,nested_spheres,base_torus_one_hole_e_0.3_copy,combined,0.3,30,,trial_000005,0.413545,0.244655,0.989899,,,,300,113,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000005
out_1,nested_spheres,base_torus_one_hole_e_0.3_copy,combined,0.3,30,,trial_000006,0.477012,0.256211,0.942761,,,,300,113,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000006
out_1,nested_spheres,base_torus_one_hole_e_0.3_copy,combined,0.3,30,,trial_000007,0.462144,0.252900,0.962963,,,,300,113,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000007
out_1,nested_spheres,base_torus_one_hole_e_0.3_copy,combined,0.3,30,,trial_000008,0.436131,0.243739,0.952862,,,,300,113,,,/Users/svenhockers/Desktop/project/topology-and-robustness-in-DNNs/out_1/nested_spheres/base_torus_one_hole_e_0.3_copy/runs/trials/trial_000008
